ID_MTPWEB;CATEGORIE;NOM;QUARTIER;SOUSQUARTIER;TELEPHONE;FAX;COURRIEL;SITEWEB;STATIONNEMENT;ID_GIS_DELTA;LATITUDE;LONGITUDE;ADDR_NUMERO;ADDR_SUFFIXE;ADDR_VOIETYPE;ADDR_NOMVOIE;ADDR_COMPLEMENTAIRE;ADDR_CODEPOSTAL;ADDR_VILLE;ADDR_CEDEX;AME_ACCESSIBILITEGENERALE;AME_BOUCLEMAGNETIQUE;AME_TOILETTE;AME_ASCENSEUR;AME_PLACESTATIONNEMENT;AME_ACCESSIBILITESTATIONNEMENT;ACCES_PRECISION;ACCES_TRAM;ACCES_BUS;COMMENTAIRE;OSM_ID;OSM_TYPE;ID_ANCHOR
1165;Ecoles d'enseignement supérieur;Institut Rabelais;Montpellier Centre;Gares;04 67 10 57 66;04.67.65.99.04;;www.institut-rabelais.net/;;;;;36-38;;Rue;des Aiguerelles;;34000;Montpellier;;;0;;;;;;Ligne 2 - Arrêt: Place Carnot;;;;;1045
1140;Ecoles d'enseignement supérieur;Institut régional du travail social (IRTS);Les Cévennes;La Martelle;04 67 07 02 30;04 67 47 28 46;IRTSMTP@irts-lr.fr;www.irts-lr.fr/;;;;;1011;;Rue;du Pont de Lavérune;;34077;Montpellier;CEDEX 3;;0;;;;;;;ligne 7, ligne 11, la ronde;;;;1021
1430;Cliniques;Institut Saint-Pierre;;;;;;www.institut-st-pierre.com/;;;;;371;;Avenue;de l'Evêché de Maguelone;;34250;Palavas-les-flots;;;0;;;;;;;;;;;1270
1156;Ecoles d'enseignement supérieur;Institut Supérieur de Communication (ISCOM);Mosson;;04 67 10 57 74;04 67 52 33 30;catherine.clair@cie-formation.com;www. iscom.fr;;;;;1702;;Rue;de Saint-Priest;Parc Euromédecine;34097;Montpellier;5;;0;;;;;;;;;;;1036
1166;Ecoles d'enseignement supérieur;IPESUD;Les Cévennes;Alco;04 67 54 72 20;;contact@ipesud.com;;;;;;81;;Rue;Marius Carrieu;Le Parc du Belvédère - Bât D;34080;Montpellier;;;0;;;;;;;"ligne 6
La ronde";;;;1046
1167;Ecoles d'enseignement supérieur;IPESUD Arts appliqués;Mosson;;04 67 54 31 61;04 67 54 23 61;;www.ipesudartsappliques.com/;;;;;81;;Rue;Marius Carrieu;Parc du Belvedaire - Bat D;34080;montpellier;;;0;;;;;;;"Ligne 6
La ronde";;;;1047
1141;Ecoles d'enseignement supérieur;IUFM de l'Académie de Montpellier;Montpellier Centre;Boutonnet;04 67 61 83 41;04 67 61 83 67;infocom@montpellier.iufm.fr;www.montpellier.iufm.fr/;;38927;43.6199950305;3.86763237344;2;;Place;Marcel Godechot;BP 4152;34092;Montpellier;CEDEX 5;;0;;;;;;ligne 1 - arrêt Stade Philippidès;;;;;1022
876;Parcs et jardins;Jardin archéologique;Montpellier Centre;;;;;;;;;;;;Rue;du faubourg de Nîmes;;34000;Montpellier;;;0;;;;;;;;;;;789
766;Jardins d'enfants;Jardin d’enfants Les Boutons d’Or (municipal);Montpellier Centre;;;;;;;;43.6211146;3.8876449;42;;Avenue;Saint-Lazare;;34000;Montpellier;;;0;;;;;;;;;595252160;1;260
790;Jardins d'enfants;Jardin d’enfants Les Lutins (associatif);Port Marianne;;04 67 20 26 00;;;;;;43.6102409;3.9159778;1025;;Rue;Henri Becquerel;Parc Club du Millénaire, bât 5;34000;Montpellier;;;0;;;;;;;;;628967188;1;158
791;Jardins d'enfants;Jardin d’éveil franco-anglais Le Petit Home (associatif);Montpellier Centre;;04 67 04 18 18;;;;;;43.6158375;3.8628357;55;;Avenue;d’Assas;;34000;Montpellier;;;0;;;;;;;;;598191190;1;204
874;Parcs et jardins;Jardin de la Canourgue;Montpellier Centre;;;;;;;;;;;;Rue;Sainte-Croix;;34000;Montpellier;;;0;;;;;;;;;;;787
1046;Jardins partagés;Jardin de la Cavalerie;Montpellier Centre;Les Beaux-Arts;04 67 72 61 83;;;;;;;;;;Rue;de la Cavalerie;;34000;Montpellier;;;0;;;;;;;;;;;949
954;Parcs et jardins;Jardin de la Pépinière;Prés d'Arènes;;;;;;;;;;418;;Rue;de Centrayrargues;;34070;Montpellier;;;0;;;;;;;;;;;867
1050;Jardins partagés;Jardin de la résidence de la Pompignane;Port Marianne;La Pompignane;04 67 02 48 52;;;;;;;;;;.;;;34000;Montpellier;;;0;;;;;;;;;;;952
1335;Jardins d'enfants;Jardin d'enfants Sur les Ailes des Lutins (associatif);Les Cévennes;;04 67 54 31 58;;;;;;43.6261298;3.8399974;1;;Rue;de la Goélette;Mas de Neuville;34000;Montpellier;;;0;;;;;;;;;628986701;1;292
875;Parcs et jardins;Jardin des Plantes;Montpellier Centre;;;;;;;;43.6141;3.87191;1;;Boulevard;Henri IV;;34000;Montpellier;;;0;;;;;;;;;8105305;2;788
1129;Parcs et jardins;Jardin du Champ de Mars;Montpellier Centre;;;;;;;;43.6112;3.88224;;;Esplanade;du Champ de Mars;;34000;Montpellier;;;0;;;;;;Ligne 1 - arrêt Comédie;;;8599077;2;1013
877;Parcs et jardins;Jardin Hôtel de Sully;Montpellier Centre;;;;;;;;;;;;Descente;en Barrat;;34000;Montpellier;;;0;;;;;;;;;;;790
651;Fontaines;Jet d'eau du Lez;Montpellier Centre;;;;;;;;;;;;Avenue;du Pirée;;34000;Montpellier;;;0;;;;;;;;;;;664
812;Lieux de rencontre parents / enfants;Jouons en ludothèques;Les Cévennes;;04 67 69 00 81;;;;;;43.5991741;3.8435087;74;;Rue;Danton;Cité Paul Valéry;34070;Montpellier;;;0;;;;;;;;;628994478;1;66
1004;Salles de spectacle et concert;Kawa Théâtre;Montpellier Centre;Gambetta;04 67 58 15 45;;;www.kawatheatre.com;;;43.6027;3.86829;18;;Rue;Fouques;;34000;Montpellier;;;0;;;;;;;;;305439820;1;915
1238;Salles de spectacle et concert;Kawa théâtre;Croix d'Argent;;04 67 58 15 45;;contact@kawatheatre.com;www.kawatheatre.com/;;;43.6027;3.86829;18;;Rue;Fouques;;34000;Montpellier;;;0;;;;;;Tram ligne 2 Arrêt Nouveau Saint-Roch (remonter le boulevard Berthelot);Bus 6 ou 7 Arrêt Berthelot;;305439820;1;1101
1377;Autres lieux;Kiosque Bosc;Montpellier Centre;Comédie;;;;;;;;;;;Esplanade;Charles de Gaulle;;34000;Montpellier;;;0;;;;;;;;;;;1220
811;Lieux de rencontre parents / enfants;L’école des Parents et des Educateurs;Mosson;;04 67 03 43 58;;;;;;43.624349;3.8178448;410;;Avenue;de Barcelone;;34080;Montpellier;;;0;;;;;;;;;617638670;1;280
1132;Crèches parentales et associatives;La Belle Journée;Croix d'Argent;;04 67 69 94 93;;;;;;43.5938386;3.8407291;124;;Place;de Chine;236 Rue de Cheng Du;34000;Montpellier;;;0;;;;;;;;;621890204;1;32
360;Résidences-foyers;La Carrièra;Mosson;;04 67 75 25 70;;;;;70018100;43.6412560245;3.81771342051;50;;Rue;Louis Pergaud;;34080;Montpellier;;;0;;;;;;;ligne 15;;;;421
1055;Salles de spectacle et concert;La Chapelle Gely;Montpellier Centre;Figuerolles;04 67 42 08 95;04 67 64 07 54;music-events@cegetel.net;www.lachapelle-gely.com;;;;;170;;Rue;Joachim-du-Bellay;;34070;Montpellier;;;0;;;;;;;;;;;957
1259;Postes de Police municipale;La fourrière municipale;Prés d'Arènes;;04 67 06 10 55;04 67 06 10 54;servicefourrieremontpellier@wanadoo.fr;;;;;;690;;Boulevard;Jacques Fabre de Morlhon;;34000;Montpellier;;;0;;;;;;;;;;;1115
1064;Salles d'expo;La Panacée;Montpellier Centre;Centre historique;04 67 34 88 80 (administration);04 67 34 88 90;;;;475;43.6126058828;3.87805650766;14;;Rue;de l’école de pharmacie;;34000;Montpellier;;PRATICABLE;2;AUX_NORMES;;;;;ligne 1, station Louis-Blanc;;;;;964
1340;Crèches municipales;La Petite Sirène;Hôpitaux - Facultés;;04 67 10 48 00;;;;;;;;115;;Avenue;de Fès;;34080;Montpellier;;;0;;;;;;;;;;;1189
1260;Parcs et jardins;La Serre Amazonienne;Hôpitaux - Facultés;;04 67 54 45 23;;;www.zoo.montpellier.fr/;;477;43.6426998691;3.87696267556;50;;Avenue;d'Agropolis;;34090;Montpellier;;;0;;;;;;;"n°9 "" la navette "", direction Agropolis, arrêt "" zoo "".
";;;;1116
670;Salles de spectacle et concert;La Vista - Théâtre de la Méditerranée;Montpellier Centre;Gambetta;04 67 58 90 90;04 67 58 91 58;;theatrelavista.free.fr;;;;;42;;Rue;Adam de Crapone;;34000;Montpellier;;;0;;;;;;;ligne n° 11, arrêt Craponne;;;;671
919;Parcs et jardins;Lac des Garrigues;Mosson;;;;;;;;;;;;Avenue;de Naples;;34080;Montpellier;;;0;;;;;;;;;;;832
1002;Lieux de rencontre parents / enfants;L'aile et la Plume;Prés d'Arènes;Tournezy;;;;;;00089800;43.5811;3.87686;;;Place;de Tibériade;Maison de quartier Jean-Pierre-Caillens;34070;Montpellier;;;0;;;;;;;;;617728569;1;913
1332;Lieux d'accès multimédia;LAM Hauts de Massane - Association UNIS'ONS;Mosson;;04 67 10 06 79;04 67 40 50 62;uni-sons@wanadoo.fr;lam34.org/wakka.php?wiki=LamUnisons;;;;;475;;Avenue;du Comté de Nice;;34080;Montpellier;;;0;;;;;;;;;;;1183
1032;Lieux d'accès multimédia;LAM La Paillade - Association CASSIOPEE;Mosson;;04 67 72 82 82;04 67 03 09 33;lam.paillade@wanadoo.fr;cassiopee-association.blogspot.com;;;;;410;;Avenue;de Barcelone;Centre social CAF (1er étage);34080;Montpellier;;;0;;;;;;;;;;;938
1333;Lieux d'accès multimédia;LAM La Paillade - Association GFEN;Mosson;;04 67 79 09 47;04 67 79 09 47;gfen.34@wanadoo.fr;lam34.org/wakka.php?wiki=LamGfen;;;;;314-320;;;Grand Mail;;34080;Montpellier;;;0;;;;;;;;;;;1184
1330;Lieux d'accès multimédia;LAM Montpellier Alco - Association AETE;Les Cévennes;;04 67 10 80 77;04 67 10 87 93;aete.psd@wanadoo.fr;lam34.org/wakka.php?wiki=LamAete;;;;;710;;Rue;d'Alco;Les bureaux de passy I - Bat A;34080;Montpellier;;;0;;;;;;;;;;;1182
1031;Lieux d'accès multimédia;LAM Montpellier Alco - Association NOUAS;Les Cévennes;;04 67 10 02 17;04 67 03 45 07;contact@nouas.org;www.nouas.org;;;;;720;;Rue;d’Alco;;34080;Montpellier;;;0;;;;;;;;;;;937
1033;Lieux d'accès multimédia;LAM Montpellier centre;Montpellier Centre;;04 67 79 95 95;04 67 79 08 98;lieu.ressources.mcv@free.fr;lam34.org/wakka.php?wiki=LamLieuRessourcesCentre;;;;;38;;Rue;Proudhon;;34090;Montpellier;;;0;;;;;;;;;;;939
1034;Lieux d'accès multimédia;LAM Montpellier-Cévennes - Association ACLE;Les Cévennes;;04 67 63 86 44;;assoacle@wanadoo.fr;lam34.org/wakka.php?wiki=LamAcle;;;;;921;;Avenue;du Professeur Louis Ravaz;Maison de quartier Jean-Pierre Chabrol;34080;MONTPELLIER;;;0;;;;;;;;;;;940
1035;Lieux d'accès multimédia;LAM Montpellier-Draparnaud - Lieu Ressources Montpellier nord-ouest;Montpellier Centre;;04 67 92 43 33;04 67 92 11 37;lieu-ressources-no@wanadoo.fr;lam34.org/wakka.php?wiki=LamLieuRessources;;;;;15;;Rue;Jacques Draparnaud;;34000;Montpellier;;;0;;;;;;;;;;;941
1036;Lieux d'accès multimédia;LAM Montpellier-Les Beaux Arts - Association E3JD;Montpellier Centre;;04 67 54 31 98;04 67 54 37 75;e3jd@wanadoo.fr;www.e3jd.fr;;;;;6;;Boulevard;Louis Blanc;Association E3JD;34000;Montpellier;;;0;;;;;;;;;;;942
1037;Lieux d'accès multimédia;LAM Montpellier-Rondelet - IFAD Institut;Montpellier Centre;;04 99 13 30 50;04 99 13 30 60;ifadmtp@wanadoo.fr;ifadinst.free.fr;;;;;18;;Avenue;de Maurin;IFAD Montpellier-Rondelet;34000;Montpellier;;;0;;;;;;;;;;;943
1239;Salles de spectacle et concert;L'Antirouille;Montpellier Centre;;04 67 06 51 68;;;www.anti-rouille.org;;;;;12;;Rue;Anatole France;;34000;Montpellier;;;0;;;;;;;;;;;1102
1240;Autres lieux;Le Baloard;Montpellier Centre;;04 67 79 36 68;04 67 79 65 53;com@baloard.com;www.baloard.com/;;;43.6147;3.87992;21;;Boulevard;Louis Blanc;;34000;Montpellier;;;0;;;;;;Tram : Louis Blanc (L1) ou Corum (L1 et L2) ///;;;621195698;1;1103
807;Lieux de rencontre parents / enfants;Le Baobab - avenue de Barcelone;Mosson;;04 67 75 36 93;;;;;;43.624283;3.8178394;410;;Avenue;de Barcelone;;34080;Montpellier;;;0;;;;;;;;;617638790;1;279
1119;Lieux de rencontre parents / enfants;Le Baobab - Avenue de Saint Maur;Montpellier Centre;;04 67 79 26 03;;;;;;43.6159641;3.8901515;594;;Avenue;de Saint-Maur;;34000;Montpellier;;;0;;;;;;;;;608113364;1;206
808;Lieux de rencontre parents / enfants;Le Baobab - place du Nombre d'Or;Montpellier Centre;;04 67 64 86 15;;;;;;43.6087716;3.8876144;10-12;;Place;du Nombre d’Or;;34000;Montpellier;;;0;;;;;;;;;629020994;1;145
805;Lieux de rencontre parents / enfants;Le Baobab - rue Brueys;Montpellier Centre;;04 67 79 26 03;;;;;;43.6056472;3.8734883;1 bis;;Rue;Brueys;;34000;Montpellier;;;0;;;;;;;;;629025208;1;121
806;Lieux de rencontre parents / enfants;Le Baobab - rue Louis Aragon;Croix d'Argent;;04 67 27 43 92;;;;;;43.5929262;3.8647646;191;;Rue;Louis Aragon;HLM Croix d’Argent;34070;Montpellier;;;0;;;;;;;;;629023578;1;25
809;Lieux de rencontre parents / enfants;Le Baobab La Ruche - rue des Abeilles;Montpellier Centre;;04 67 79 26 03;;;;;;43.6194177;3.8745441;11;;Rue;des Abeilles;;34090;Montpellier;;;0;;;;;;;;;629010515;1;249
556;Salles d'expo;Le Carré Sainte-Anne;Montpellier Centre;;04 67 34 88 80 (admin.) - 04 67 60 82 11 (accueil);04 67 34 88 90;madeline.faure@ville-montpellier.fr;;;1763;43.6101066603;3.87452928383;2;;Rue;Philippy;(Eglise);34000;Montpellier;;AUX_NORMES;2;AUX_NORMES;;;;"Centre historique piéton. Eglise désacralisée située sur la place du Petit-Scel. Deux accès visiteurs rue Philippy et rue Sainte Anne.

Parking sous-sol le plus proche : parking de la préfecture
Parking plein air le plus proche : parking des arceaux";Ligne 1 arrêt Albert 1er ou Comédie;Bus n° 6, 7 et 16 arrêt Peyrou. Arrêt tramway : Arrêt Albert 1er ou Comédie.;;598186607;1;157
1080;Adresses utiles;Le club de la presse;Montpellier Centre;Antigone;04 67 65 39 09;04 67 64 59 40;contact@clubpresse.org;www.clubpresse.org;;;;;1;;Place;du Nombre d'Or;;34000;Montpellier;;;0;;;;;;;;;;;980
1010;Palais des congrès;Le Corum;Montpellier Centre;Les Beaux-Arts;04 67 61 67 61;04 67 61 67 00;;www.enjoy-montpellier.com;;;43.6131;3.88206;;;Esplanade;Charles-de-Gaulle;BP 2200;34027;Montpellier;Cedex 1;AUX_NORMES;0;;;;;;ligne 1, Corum;;;598179767;1;918
1007;Salles de spectacle et concert;Le Jam;Prés d'Arènes;Prés d'Arènes;04 67 58 30 30;04 67 58 48 88;;www.lejam.com;;;;;100;;Rue;Ferdinand-de-Lesseps;;34070;Montpellier;;;0;;;;;;;;;;;917
1078;Cinémas;Le monoquini;Montpellier Centre;Gares;04 67 42 79 44;04 67 42 79 44;info@monoquini.net;monoquini.over-blog.com/;Antigone;;;;5;;Rue;Bayard;;34000;Montpellier;;PRATICABLE;2;;;60;;;ligne 1, hôtel de ville ou Antigone;;;;;978
1017;Associations;Le Mouvement du Nid;Montpellier Centre;Centre historique;04 67 02 01 23;04 67 02 01 23;lemouvementdunid.montpellier@wanadoo.fr;www.mouvementdunid.org;;;;;2;;Rue;Germain;Hôtel de Gérone;34000;Montpellier;;;0;;;;;;ligne1, station Louis-Blanc;;;;;924
555;Salles d'expo;Le Pavillon Populaire;Montpellier Centre;;04 67 66 13 46;;;;;;;;;;Esplanade;Charles-de-Gaulle;;34000;Montpellier;;AUX_NORMES;2;AUX_NORMES;AUX_NORMES;;;;ligne 1, station Comédie;;;;;572
1192;Associations;Le refuge;Montpellier Centre;;06 31 59 69 50;;;www.le-refuge.org;;;;;2;;Rue;Germain;;34000;Montpellier;;;0;;;;;;;;;;;1062
1379;Autres multi-accueils;Le Relais des Lilas;Croix d'Argent;Croix d'Argent;04 67 85 75 15;;;;;;;;191;;Rue;Louis Aragon;;34070;Montpellier;;;0;;;;;;;;;;;1222
1381;Crèches à horaires atypiques;Le Relais des Lilas;Croix d'Argent;Croix d'Argent;04 67 85 75 17;;;;;;;;191;;Rue;Louis Aragon;;34070;Montpellier;;;0;;;;;;;;;;;1224
1352;Autres multi-accueils;Le Relais des Lilas - Espace Famille;Croix d'Argent;Croix d'Argent;04 67 85 75 15;;;;;;;;191;;Rue;Louis Aragon;;34070;Montpellier;;;0;;;;;;;;;;;1198
1183;Service d'accueil familial associatif;Le SAF des Lilas;Croix d'Argent;;04 67 85 75 17;;;;;;;;191;;Rue;Louis Aragon;;34070;MONTPELLIER;;;0;;;;;;;;;;;1059
1186;Service d'accueil familial associatif;Le SAF Ginkgo Biloba;Hôpitaux - Facultés;;04 67 63 72 22;;;;;;43.6413;3.8627;2256;;Route;de Mende;;34090;Montpellier;;;0;;;;;;;;;598146025;1;1060
1258;Postes de Police municipale;Le service des objets trouvés;Montpellier Centre;Comédie;04 67 60 97 69;;;;;;;;;;Boulevard;Victor Hugo;Immeuble de l'Opéra;34000;Montpellier;;;0;;;;;;ligne 1, Comédie;;;;;1114
1009;Salles de spectacle et concert;Le Zénith Sud;Port Marianne;Grammont;04 67 64 68 83;04 67 65 38 18;zenith@enjoy-montpellier.com;www.enjoy-montpellier.com;;;43.6130458828319;3.93091610120578;;;Avenue;Albert Einstein;Domaine de Grammont;34000;Montpellier;;AUX_NORMES;0;;;;;;;;;76181115;2;189
347;Résidences-foyers;Les Aubes;Port Marianne;;;;;;;70017300;43.6188312068;3.89491839707;119;;Avenue;Saint-André-de-Novigens;;34000;Montpellier;;;0;;;;;;;lignes 8 et 9;;;;408
1315;Parcs et jardins;Les Jardins d'Alco;Les Cévennes;;;;;;;TA61;;;;;Rue;d'Alco;;34080;Montpellier;;;0;;;;;;;;;;;1168
1355;Crèches parentales et associatives;Les Lilas - Espace Famille;Croix d'Argent;Croix d'Argent;04 67 85 75 17;;;;;;;;191;;Rue;Louis Aragon;;34070;Montpellier;;;0;;;;;;;;;;;1200
1349;Crèches à horaires atypiques;Les Lilas-Espace Famille;Croix d'Argent;Croix d'Argent;04 67 85 75 15;;;;;;;;191;;Rue;Louis Aragon;;34070;Montpellier;;;0;;;;;;;;;;;1197
704;Compagnies;Les Perles de Verre;Montpellier Centre;;04 67 34 06 27;;;www.perlesdeverre.fr.st;;;;;18;;Rue Dom Vaissette;;;34000;Montpellier;;;0;;;;;;;;;;;705
1382;Crèches à horaires atypiques;Les Petits Chaperons Rouges;Hôpitaux - Facultés;Hôpitaux-Facultés;04 67 03 03 56;;;;;;;;1722;;Rue;Malbosc;;34080;Montpellier;;;0;;;;;;;;;;;1225
1383;Crèches à horaires atypiques;Les Petits Chaperons Rouges;Port Marianne;Millénaire;04 34 22 11 50;;;;;;;;;;Rue;Thor;;34000;Montpellier;;;0;;;;;;;;;;;1226
683;Compagnies;Les Thélémites - Compagnie Pourquoi Pas;Montpellier Centre;;04 67 41 19 83;04 67 04 47 94;thelemites@thelemites.com;www.thelemites.com;;;;;3;;Rue;Lakanal;Maison associative La Papeterie;34000;Montpellier;;;0;;;;;;;;;;;684
698;Compagnies;L'Evènement Insolite;Croix d'Argent;;04 67 04 13 36 ou 06 81 42 04 14;;evinsol@wanadoo.fr;;;;;;55;;Rue;Saint-Cléophas;;34070;Montpellier;;;0;;;;;;;;;;;699
708;Compagnies;L'Îlot théâtre;Les Cévennes;;04 67 63 80 08;;;;;;;;1080;;Avenue;du Professeur Louis Ravaz;;34080;Montpellier;;;0;;;;;;;;;;;709
817;Espaces jeux;Ludothèque La Guirlande;Montpellier Centre;;04 67 58 17 16;;;;;;;;2;;Place;Agrippa d’Aubigné;;34000;Montpellier;;;0;;;;;;;;;;;736
1081;Autres contacts utiles;L'Université du Tiers Temps;Montpellier Centre;Centre historique;04 67 60 66 73;04 67 60 89 93;utt@univ-montp3.fr;www.univ-montp3.fr/index.php?option=com_content&task=view&id=74&Itemid=38;;;;;2;;Place;Pétrarque;;34000;Montpellier;;;0;;;;;;;;;;;981
404;Lycées;Lycée Agropolis;Hôpitaux - Facultés;;04 67 63 89 89;04 67 63 26 36;;;;70009600;43.6465099873;3.86416642895;3224;;Route;de Mende;;34093;Montpellier;Cedex 5;;0;;;;;;;;;;;457
395;Lycées;Lycée Georges Clemenceau;Montpellier Centre;Gambetta;04 67 06 03 33; 04 67 92 84 19;;;;70009500;43.6024189258;3.87315095936;31;;Avenue;Georges Clemenceau;;34060;Montpellier;Cedex 1;;0;;;;;;;;;;;448
396;Lycées;Lycée Jean Mermoz;Montpellier Centre;Antigone; 04 67 20 60 00; 04 67 20 60 07;;www.lycee-mermoz.net;;38934;43.6113915874;3.89121971005;717;;Avenue;Jean Mermoz;;34060;Montpellier;Cedex 1;;0;;;;;;;;;;;449
398;Lycées;Lycée Jean Monnet;Mosson;;04 67 10 36 00;04 67 10 36 06;;www.lyc-monnet-montpellier.ac-montpellier.fr;;39237;43.6243968028;3.83190586339;;;Rue;de Malbosc;;34088;Montpellier;Cedex 4;;0;;;;;;;;;;;451
394;Lycées;Lycée Joffre;Montpellier Centre;Antigone;04 67 14 84 84;04 67 14 84 60;;www.lyceejoffre.net;;38928;43.6117587359;3.88544131879;150;;Allée;de la Citadelle;;34060;Montpellier;Cedex 2;;0;;;;;;;;;;;447
402;Lycées;Lycée Jules Ferry - La Colline;Les Cévennes;La Chamberte;04 67 10 74 01;04 67 10 74 00;;lyceejulesferry-lacolline.com;;70009300;43.6054997349;3.84213560339;270;;Avenue;de la Colline;;34071;Montpellier;Cedex 3;;0;;;;;;;;;;;455
400;Lycées;Lycée Jules Guesdes;Les Cévennes;;04 67 10 33 70;04 67 10 33 99;;www.masdetesse.com;;38933;43.6126178930;3.84845499403;110;;Avenue;de Lodève;;34060;Montpellier; Cedex 1;;0;;;;;;;;;;;453
399;Lycées;Lycée Léonard de Vinci;Mosson;;04 67 10 40 10;04 67 45 65 41;;;;38931;43.6271304407;3.82393076623;;;Rue;du Professeur Blayac;;34085;Montpellier;Cedex 4;;0;;;;;;;;;;;452
408;Lycées;Lycée Nevers;Montpellier Centre;Boutonnet;04 67 63 55 75;04 67 54 49 64;;lycee-nevers.com;;;43.6212;3.8699;18;;Rue;de la Garenne;;34090;Montpellier;;;0;;;;;;;;;13790556;2;461
405;Lycées;Lycée Notre-Dame-de-la-Merci;Montpellier Centre;Gambetta; 04 67 06 11 30;04 67 06 11 31;;www.lamerci.com;;;43.609;3.86846;62;;Cours;Gambetta;;34965;Montpellier;Cedex 1;;0;;;;;;;;;252276689;1;458
397;Lycées;Lycée Pierre Mendès France;Port Marianne;; 04 67 06 19 35; 04 67 58 02 88;;;;39696;43.6015489910;3.87090955880;49;Bis;Avenue;Georges Clemenceau;;34000;Montpellier;;;0;;;;;;;;;;;450
406;Lycées;Lycée Pierre-Rouge;Montpellier Centre;Les Beaux-Arts;04 99 58 33 40;04 99 58 33 41;administration@pierrerouge.com;www.pierrerouge.com;;;43.62;3.88205;85;;Rue;Lunaret;;34090;Montpellier;;;0;;;;;;;;;17925134;2;459
1396;Métiers Petite Enfance;Lycée Professionnel du Pic saint Loup;;;04 67 63 61 50;;;;;;;;;;Zone artisanale;du Pic Saint-Sauveur;;34980;Saint Clément de Rivière;;;0;;;;;;;;;;;1238
409;Lycées;Lycée Turgot;Hôpitaux - Facultés;; 04 67 10 42 00;04 67 10 42 01;;;;;;;94;;Rue;Pierre Flourens;;34098;Montpellier;Cedex 05;;0;;;;;;;;;;;462
920;Parcs et jardins;Mail de la Paillade;Mosson;;;;;;;;;;;;;Grand Mail;;34080;Montpellier;;;0;;;;;;;;;;;833
944;Parcs et jardins;Mail du Mas de Perrette;Les Cévennes;;;;;;;;;;;;Route;de Laverune;;34070;Montpellier;;;0;;;;;;;;;;;857
955;Parcs et jardins;Mail Saint-Martin;Prés d'Arènes;;;;;;;;;;;;Avenue;du Maréchal Leclerc;;34070;Montpellier;;;0;;;;;;;;;;;868
427;Mairies annexes;Mairie annexe Aiguelongue;Hôpitaux - Facultés;;04 67 72 63 27;;;;;00052201;43.6263799645;3.88275630746;1071;;Avenue;de la Justice de Castelnau;Maison pour tous Albert-Dubout;34090;Montpellier;;;0;;;;;;Ligne 2, station Mas Drevon;La Ronde ou ligne 9 arrêt Montasinos;;;;477
422;Mairies annexes;Mairie annexe Celleneuve;Mosson;Celleneuve;04 67 75 63 23 - 04 67 75 10 34;;;;;00057401;43.6126729878;3.83070918877;13;;Allée;Antonin Chauliac;Maison pour tous Marie Curie;34080;Montpellier;;;0;;;;;;;ligne 15 arrêt Marie Curie;;;;472
428;Mairies annexes;Mairie annexe Costebelle;Port Marianne;;04 99 92 21 65 - 04 99 92 23 80;;;;;TA187;;;842;;Rue;de la Vieille Poste;Maison pour tous Melina-Mercouri;34000;Montpellier;;;0;;;;;;;ligne 9 arrêt Pinville;;;;478
421;Mairies annexes;Mairie annexe de proximité Mosson;Mosson;La Paillade;04 67 75 19 10;;;;;1719;43.6280216784;3.81636021936;111;;Place;de Tipasa;Mas de la Paillade;34080;Montpellier;;;0;;;;;;L1, station Halles de la Paillade;;;;;471
420;Mairies annexes;Mairie annexe des Hauts de Massane;Mosson;Les Hauts de Massane;04 67 45 45 09 - 04 67 40 40 11;;;;;1780;43.6424014680;3.81824229991;;;Place;Jacques Brel;Les Hauts de Massane - Maison pour tous Georges-Brassens;34080;Montpellier;;;0;;;;;;;ligne 15 arrêt place d'Italie;;;;470
1211;Mairies annexes;Mairie annexe François Villon;Les Cévennes;;04 67 41 48 46;;;;;TA186;;;;;Rue;des Araucarias;;34080;Montpellier;;;0;;;;;;;La ronde ou ligne 15, arrêt les Tonnelles;;;;1076
424;Mairies annexes;Mairie annexe La Chamberte;Les Cévennes;;04 67 42 99 50;;;;;1783;43.6014711787;3.85009015284;64;;Route;de Lavérune;Maison pour tous Marcel-Pagnol;34070;Montpellier;;;0;;;;;;;ligne 6 arrêt Terminus ou ligne 11 arrêt Cité Valette;;;;474
423;Mairies annexes;Mairie annexe Les Cévennes;Les Cévennes;;04 67 60 23 76;;;;;1794;43.6243833777;3.84256419509;1247;;Avenue;rue Professeur Louis-Ravaz;Maison pour tous Paul-Emile-Victor;34080;Montpellier;;;0;;;;;;ligne 1 arrêt Château d'Ô;ligne 16 arrêt Sainte Genviève;;;;473
426;Mairies annexes;Mairie annexe Saint Martin;Prés d'Arènes;Saint Martin;04 67 65 32 73;;;;;1781;43.5954602792;3.88436460756;67;;Rue;des Razeteurs;Maison pour tous l’Escoutaïre;34070;Montpellier;;;0;;;;;;;ligne 16 arrêt Lucullus ou ligne 12 arrêt Razeteurs;;;;476
425;Mairies annexes;Mairie annexe Tastavin;Croix d'Argent;;04 67 27 33 31;;;;;1779;43.5968224840;3.86990436535;112;;Allée;Maurice Bonafos;;34080;Montpellier;;;0;;;;;;ligne 2, Station Mas drevon;ligne 5 arrêt Stade Sabathé;;;;475
