ID_MTPWEB;CATEGORIE;NOM;QUARTIER;SOUSQUARTIER;TELEPHONE;FAX;COURRIEL;SITEWEB;STATIONNEMENT;ID_GIS_DELTA;LATITUDE;LONGITUDE;ADDR_NUMERO;ADDR_SUFFIXE;ADDR_VOIETYPE;ADDR_NOMVOIE;ADDR_COMPLEMENTAIRE;ADDR_CODEPOSTAL;ADDR_VILLE;ADDR_CEDEX;AME_ACCESSIBILITEGENERALE;AME_BOUCLEMAGNETIQUE;AME_TOILETTE;AME_ASCENSEUR;AME_PLACESTATIONNEMENT;AME_ACCESSIBILITESTATIONNEMENT;ACCES_PRECISION;ACCES_TRAM;ACCES_BUS;COMMENTAIRE;ENSAVOIRPLUS
1041;Centres de recherche;Centre national d’études agronomiques des régions chaudes (CNEARC);Hôpitaux - Facultés;Hôpitaux-Facultés;04 67 61 70 00;;;www.cnearc.fr;;;;;1101;;avenue Agropolis;;BP 5098;34033;Montpellier;Cedex1;;0;;;;;;;;"Implanté à Montpellier depuis 1981, le <acronym lang=""fr"" title=""Centre national d’études agronomiques des régions chaudes"">CNEARC</acronym> est un établissement public d'enseignement supérieur membre du pôle international de recherche et d'enseignement supérieur agronomique Agropolis.<p> </p>";
1077;Autres lieux;Centre Rabelais;Montpellier Centre;Comédie;;;;;;;;;29;;boulevard Sarrail;;Esplanade Charles-de-Gaulle;34000;Montpellier;;;0;;;;;;ligne 1, station Comédie;;;
1227;Autres contacts utiles;Centre Régional de Documentation Pédagogique;Montpellier Centre;;04 67 60 06 52;04 67 60 04 51;;www.crdp-montpellier.fr;;;;;;;Allée de la Citadelle;;;34000;Montpellier;;;0;;;;;;station Corum ou Comédie, puis à pied.;;<p> Le Centre Régional de Documentation Pédagogique (CRDP) est ouvert tous les jours de 8h à 18h, sauf le samedi, le dimanche, et les jours fériés.</p><p>La librairie et le centre de documentation sont ouverts au public : </p><p>le lundi de 13h à 17h30, <br />le mardi, le jeudi et le vendredi de 10h à 12h et de 13h à 17h30 <br />ainsi que le mercredi toute la journée de 8h45 à 17h30. <br /> </p><p> <br />   </p>;
1228;Autres contacts utiles;centre régional information jeunesse;Montpellier Centre;;04 67 04 36 66;04 67 54 66 71;;www.crij-montpellier.com/;;;;;3;;avenue Charles Flahault;;;34094;Montpellier;5;;0;;;;;;;;"<p>Horaires : <br />Lundi: 10h-13h et 14h-18h<br />Mardi, Mercredi, Jeudi: 9h-13h et 14h-18h<br />Vendredi: 9h-13h et 14h-17h<br /> </p><p>&nbsp;</p>";
1142;Ecoles d'enseignement supérieur;CFA commerce et distribution - Groupe Sup de Co;Mosson;;04 67 10 25 00;04 67 45 13 56;;www.supdeco-montpellier.com/;;;;;2300;;av des Moulins;;;34185;Montpellier;4;;0;;;;;;;ligne 6, ligne 7 - arret: école de commerce;<p> </p>;
1013;Autres lieux;Chai du Terral;;;04 67 47 15 87;04 67 27 64 50;theatre.terral@wanadoo.fr;;;;;;;;Château du Terral;;;34430;Saint-Jean-de-Védas;;;0;;;;;;;;Scène de l’Agglomération de Montpellier conventionnée Arts Mêlés, le Chai du Terral accueille des spectacles de théâtre, de cirque, de rue, de danse, de musique du monde sans oublier sa galerie ouverte aux plasticiens contemporains.;
1088;Salles d'expo;Chapelle de la Miséricorde;Montpellier Centre;Centre historique;;;;;Le Corum;;;;;;Rue de la Monnaie;;;34000;Montpellier;;;0;;;;;;ligne 1, station Comédie;;;
1226;Autres lieux;Château de Flaugergues;Port Marianne;Millénaire;(33) 4 99 52 66 37;(33) 4 99 52 66 44;colbert@flaugergues.com;www.flaugergues.com/;;;;;1744;;avenue Albert Einstein;;;34000;Montpellier;;;0;;;;;;Tramway, arrêt Odysseum (1,5 km);n°9, direction Grammont ou Odyseum arrêt Evariste Gallois (200 m);<p>Flaugergues est à : 3km du centre ville, 7 km de l'aéroport, 10 km de la mer. </p><p>Autoroute A9, sortie n°29 Montpellier-Est (2km)<br />Aéroport Montpellier Méditerranée (6 km)<br />Gare SNCF Montpellier (4km)<br /></p>;
1001;Monuments;Château de la Mogère;Port Marianne;;04 67 65 72 01;04 67 65 72 01;;www.lamogere.fr;;;;;2 235;;route de Vauguières;;;34000;Montpellier;;;0;;;;;;;;<ul><li>Propriétaires <br />Gaston et Alix de Saporta </li></ul><ul><li>Accès à la Mogère<br />Le Château de la Mogère est à 4 km à l'Est de Montpellier. <br />Depuis l'Autoroute A9, sortie n° 29, (Montpellier Est), direction, Centre par Odysseum, en suivant le fléchage conduisant au Château de la Mogère (D172).</li></ul>;
978;Cinémas;Cinéma Gaumont;Montpellier Centre;Comédie;04 67 52 72 00;;;www.pathe.fr/cinema/gaumont/salles/montpellier_comedie/;Comédie;;;;10;;place de la Comédie;;;34000;Montpellier;;;0;;;;;;ligne 1, station Comédie;;;
1441;Cinémas;Cinéma municipal Nestor Burma;Mosson;Celleneuve;;;;;;;;;;;Place;Renaudel;;34080;Montpellier;;;0;;;;;;;;"<p>La Ville de Montpellier <a id=""TPL_BREVE"" href=""#"" title=""voir l'actualit&#233; &#224; ce sujet"" ancre=""703"" typelien=""LienTemplate"" libelle_ancre=""La Ville de Montpellier ouvre samedi 12 f&#233;vrier le Cin&#233;ma municipal Nestor Burma"">a ouvert</a>, &#224; Celleneuve, apr&#232;s plusieurs mois de travaux, le Cin&#233;ma municipal Nestor Burma - en hommage &#224; l'&#233;crivain L&#233;o MALET n&#233; dans ce quartier de Montpellier&#160;</p> <h5><strong>voir le programme ci-dessous</strong></h5>";
977;Cinémas;Cinéma Royal;Montpellier Centre;Comédie;08 36 68 68 32 ( 0,34 € / min) - 04 67 92 71 59 (administration);;cinema-leroyal@voila.fr;leroyal.montpellier.site.voila.fr;Comédie;;;;13;;rue Boussairolles 34000;;;34000;Montpellier;;;0;;;;;;ligne 1, station Comédie;;<p>5 salles de cinéma</p>;
1271;Cliniques;Clinique du Parc;;;04 67 331 331;;;www.clinique-du-parc.net;;;;;50;;rue;Emile Combes;;34170;Castelnau le Lez;;;0;;;;;;;;"<p>M&#233;decine, chirurgie,&#160;r&#233;animation, imagerie m&#233;dicale</p>";
1429;Cliniques;Clinique Le Castelet;;;04 67 07 89 89;;;www.cliniquelecastelet.com/;;;;;18;;rue;Georges Clémenceau;;34 431;Saint Jean de Vedas;;;0;;;;;;;;"<p>Centre de r&#233;&#233;ducation et de r&#233;adaptation fonctionnelles,</p> <p>Clinique de convalescence sp&#233;cialis&#233;e</p>";
833;Compagnies;Club de danse écossaise de Montpellier;Croix d'Argent;;04 67 42 66 11;;danseecossaisemtp@free.fr;danseecossaisemtp.free.fr*;;;;;2595;;boulevard Paul Valéry;;Bât. A Estanove;34070;Montpellier;;;0;;;;;;;;<p>La pratique de la danse écossaise par des cours réguliers hebdomadaires, des week-end ainsi que des rencontres avec les autres clubs sous forme de bal de danse écossaise. Les danseurs ont aussi la possibilité de s'inscrirent et de pratiquer la danse écossaise à la RDCDS sous forme de stage d'été en Ecosse à Saint Andrews.</p>;
432;Clubs de loisirs;Club de loisirs Baroncelli;Mosson;;04 67 75 65 83;;;;;TA98;;;155;;Avenue de Bologne;Avenue de Bologne;Maison pour tous Léo Lagrange;34080;Montpellier;;;0;;;;;;;ligne de tramway n° 1 ;"<ul> <li><strong>Inscriptions</strong><br>Se renseigner aupr&#232;s du secr&#233;tariat. <br>Service gratuit pour les d&#233;tenteurs de la carte Age d'Or. </li> <li><strong>Horaires d'ouverture</strong><br>du lundi au vendredi, de 11h &#224; 18h et le samedi de 13h &#224; 17h</li> <li><strong>Les animations</strong><br>Jeux de soci&#233;t&#233;, lotos, bals, gymnastique, sorties,&#160;chorale... </li> </ul>";
1114;Clubs de loisirs;Club de loisirs Saint-Martin;Prés d'Arènes;;04 67 65 32 70;;;;;;;;67;;Rue des Razeteurs;Rue des Razeteurs;;34000;Montpellier;;;0;;;;;;;"N°16 - Arrêt ""Lucullus"" ou le N° 12 - Arrêt ""Razeteurs";"<p>Ce club sera ouvert les mardis et les jeudis de 14h30 &#224; 17h30.</p> <p>Les activit&#233;s :</p> <ul> <li>Jeux de soci&#233;t&#233;</li> <li>Bal</li> <li>Loto</li> <li>Scrabble les mardis &#224; 14h</li> </ul>";
541;Clubs sportifs;Club sportif bouliste de Montpellier;Montpellier Centre;;04 67 41 01 39;04 67 41 01 39;;;;;;;6;;rue Boussinesq;;Boulodrome A. Perrier;34000;Montpellier;;;0;;;;;;;;Le Club sportif bouliste de Montpellier est l'école idéale pour se familiariser avec ce sport d'adresse et de précision.;
1398;Métiers Petite Enfance;CNFPT Délégation régionale Languedoc-Roussillon;Hôpitaux - Facultés;;04 67 61 77 77 ;04 67 41 24 77;;www.lesocial.fr/;;;;;337 ;;rue;des Apothicaires Parc Euromédecine;;34196 ;Montpellier ;5;;0;;;;;;;;;
351;Collèges;Collège de la Sainte-Famille;Montpellier Centre;Les Arceaux; 04 67 92 65 42;04 67 58 60 44;;;;;;;10;;place Roger-Salengro;;;34000;Montpellier;;;0;;;;;;;;<p>Collège privé<br />sans internat - avec demi pension</p>;
352;Collèges;Collège de la Salle;Montpellier Centre;Les Beaux-Arts;04 67 79 63 97;04 67 02 01 59;;;;;;;29 bis;;quai du Verdanson;;;34093;Montpellier;Cedex 5;;0;;;;;;;;<p>Collège privé<br />sans internat - avec demi pension</p>;
348;Collèges;Collège de l'Assomption;Montpellier Centre;Les Arceaux;04 67 63 14 35 + 04 67 63 68 16;04 67 63 58 58;;;;;;;24;;rue du Carré-du-Roi;;;34967;Montpellier;Cedex 2;;0;;;;;;;;<p>Collège privé<br />sans internat - avec demi pension</p>;
345;Collèges;Collège La Providence;Montpellier Centre;Gambetta;04 67 92 59 47;04 67 06 57 55;;;;;;;22;;avenue Georges-Clémenceau;;;34000;Montpellier;;;0;;;;;;;;<p>Collège privé<br />sans internat - avec demi pension</p>;
353;Collèges;Collège Nazareth;Montpellier Centre;Les Beaux-Arts;04 99 58 21 21;04 99 58 21 12;;;;;;;13;;rue de Nazareth;;;34091;Montpellier;cedex 5;;0;;;;;;;;<p>Collège privé<br />sans internat - avec demi pension</p>;
346;Collèges;Collège Sainte-Marie;Les Cévennes;La Chamberte;04 67 03 45 00;04 67 40 37 33;;;;;;;255;;rue de la Croix-de-Figuerolles;;;34070;Montpellier;;;0;;;;;;;;Collège privé <br />sans internat - avec demi pension;
355;Collèges;Collège Saint-François-d'Assise;Montpellier Centre;Gares;04 67 64 83 73;04 67 64 97 97;;;;;;;24;;boulevard de Strasbourg;;;34000;Montpellier;;;0;;;;;;;;<p>Collège privé<br />sans internat - avec demi pension</p>;
349;Collèges;Collège Saint-François-Régis;Montpellier Centre;Centre historique;04 67 92 80 46;04 67 58 83 01;;;;;;;4;;enclos Tissié-Sarrus;;;34000;Montpellier;;;0;;;;;;;;<p>Collège privé<br />sans internat - avec demi pension</p>;
356;Collèges;Collège Saint-Roch;Hôpitaux - Facultés;;04 67 75 46 41;04 67 75 12 85;;;;;;;2958;;avenue ;des Moulins;;34080;Montpellier;;;0;;;;;;;;"<ul> <li>Coll&#232;ge priv&#233;</li> <li>Demi pension</li> </ul>";
459;Marchés thématiques;Comédie des Bouquinistes;Montpellier Centre;;;;;;;;;;;;Esplanade Charles de Gaulle;;;34000;Montpellier;;;0;;;;;;;;<ul><li>Tous les 4ème samedis du mois, toute la journée</li><li>10 commerçants</li></ul>;
983;Autres lieux;Comédie du Livre;Montpellier Centre;Comédie;04 67 29 74 99;;comediedulivre@wanadoo.fr;www.comediedulivre.montpellier.fr;;;;;19bis;;rue Durand;;;34000;Montpellier;;;0;;;;;;;;"<p class=""AccueilTitre"">Association la Comédie du Livre</p><ul><li>délégué général : Philippe Lapousterle </li></ul>";
1214;Associations;Communauté Emmaus de Montpellier;;;04 99 77 23 60;;;;;;;;;;La Vieille Cadoule;;;34130;Saint-Aunès;;;0;;;;;;;;;
849;Compagnies;Compagnie Acanthe;Montpellier Centre;;04 67 42 40 51;;;;;;;;30;;rue de la Paille;;Résidence La Paille - Esc. 7;34000;Montpellier;;;0;;;;;;;;;
697;Compagnies;Compagnie Amadée / Flavio Polizzi;Montpellier Centre;;04 67 58 92 00;04 67 58 92 00;amadee-theatre@wanadoo.fr;;;;;;10;;rue Yvan;;;34070;Montpellier;;;0;;;;;;;;<p>Théâtre</p>;
685;Compagnies;Compagnie Anabase;Montpellier Centre;;06 08 78 98 02;;contact@anabaz.com;www.anabaz.com;;;;;5;;rue Reynes;;Fabrique : LaSalle3;34000;Montpellier;;;0;;;;;;;;"<p>Anabase développe une recherche sur les écritures scéniques où le mouvement, l'image, la sphère sonore, la langue opèrent une dramaturgie de l'évènement... <br />Théâtre bâtard… <br />Espèce d'espace de rêveries scéniques. </p><p>La compagnie Anabase est soutenue la <acronym lang=""fr"" title=""Direction régionale de l'action culturelle"">Drac</acronym>, la Région Languedoc-Roussillon, le Conseil Général de l'Hérault , Montpeller Agglomération et la Ville de Montpellier. </p>";
819;Compagnies;Compagnie Anne-Marie Porras;Montpellier Centre;;04 67 92 59 03;04 67 58 97 40;contact@cie-porras.com;www.cie-porras.com*;;;;;54;;rue du Faubourg Figuerolles;;;34000;Montpellier;;;0;;;;;;;;<ul><li>Association Dansomania</li></ul><p>Basée sur des accents doux et présents, une énergie dense émergeant d'un chemin intérieur, trace une danse de contrastes et raconte à l'unisson la continuité. L'écho du mouvement dans la courbe...<br />L'équilibre atteit dans l'arc de la spirale, dessine dans l'espace avec une liberté d'expression la poésie du ressenti.<br />Marier les cultures est depuis longtemps un défi auquel Anne-Marie Porras s'affronte avec passion.<br />Ainsi, son engagement passe par l'image, se traduit par des univers. Anne-Marie Porras s'associe pour la création musicale du compositeur Amand Amar.</p>;
841;Compagnies;Compagnie Artefact Danse;Montpellier Centre;;04 67 64 05 02;;artefactdanse@wanadoo.fr;;;;;;17 bis;;rue Boyer;;;34000;Montpellier;;;0;;;;;;;;<ul><li>Compagnie de danse</li></ul>;
826;Compagnies;Compagnie Aurelia;Montpellier Centre;;04 67 06 52 44;;;compagnieaurelia.free.fr*;;;;;154;;rue Courte Oreille;;;34000;Montpellier;;;0;;;;;;;;<p>La compagnie Aurélia, association loi 1901 fondée en juillet 1996, réunit des artistes provenant du monde de la danse, de la musique, des arts plastiques et de la vidéo. La production de spectacles en est l'activité principale, ainsi que toutes les actions qui peuvent promouvoir la danse ou développer sa pratique auprès d'un public le plus large possible. </p>;
830;Compagnies;Compagnie Autre Mi Na;Montpellier Centre;;04 67 60 84 22;;contacts@autremina.com;www.autremina.com*;;;;;17;;rue de l'université;;;34000;Montpellier;;;0;;;;;;;;<p>La Cie Autre Mi Na considère sa place dans le monde chorégraphique comme un maillon entre l'Occident et les pays de l'Europe de l'Est, elle met l'accent sur une nouvelle dynamique de création qui permet d'aborder de nouvelles formes d'expression, d'élargir et de diversifier les contacts.<br />Les recherches artistiques de la Compagnie ont pour but d'unir en une synthèse harmonieuse plusieurs éléments artistiques, ainsi que pratiquer l'enseignement en direction de professionnels du spectacle, amateurs et scolaires. </p>;
692;Compagnies;Compagnie Bagages d'acteurs;Montpellier Centre;;04 67 02 03 26 - 06 60 88 57 52;04 67 02 03 26;bagagesdacteurs@wanadoo.fr;www.bagagesdacteurs.com;;;;;22;;rue Ernest-Michel;;;34000;Montpellier;;;0;;;;;;;;"<p class=""AccueilTitre"">Faire sonner les écritures et mettre des livres en scène</p><p>Depuis 10 ans la compagnie a bâti son activité autour de la littérature, en créant des spectacles : « livre en scène » et « lectures jouées ».    <br />Nos créations, où la saveur des mots est primordiale sont conçues à la frontière entre l’acte de lire et l’acte de jouer.<br />Les spectacles sont créés avec nos bagages d’acteurs :</p><ul><li>la technesthésie, pour ce qui concerne l’acte de lire avec un corps présent, senti, engagé dans la relation et le geste de la parole ;</li><li>le théâtre, le mouvement pour ce qui concerne l’écoute, le jeu, l’espace, les images, et la mise en <br />place d’une dramaturgie qui soutient notre statut de lecteur/acteur ;</li><li>le rythme, la musique, pour ce qui concerne l’alternance, la relation au monde sonore.</li></ul><blockquote dir=""ltr"" style=""MARGIN-RIGHT: 0px""><p>Adresse postale<br />7 rue des Loriots<br />34000 Montpellier</p></blockquote>";
1437;Compagnies;Compagnie Caracol;Les Cévennes;;06 63 61 99 36 ;;c.caracol@voila.fr;;;;;;1250;;Rue;de Las Sorbes;Résidence Les Reinettes Bat. C;34070;Montpellier;;;0;;;;;;;;"<p>Cie CARACOL : autrement d&#238;te ""CARACOL Th&#233;&#226;tre"" a &#233;t&#233;&#160;cr&#233;&#233;e en 2004. Cette compagnie, dirig&#233;e par Alicia Le Breton, a trois spectacles &#224; son actif : VOY VOY, NOUN puis ""O"". Ses spectacles m&#234;lent plusieurs disciplines artistiques : Th&#233;&#226;tre, danse, clown, marionnettes.</p>";"<p>Cie CARACOL : autrement d&#238;te ""CARACOL Th&#233;&#226;tre"" a &#233;t&#233;&#160;cr&#233;&#233;e en 2004. Cette compagnie, dirig&#233;e par Alicia Le Breton, a trois spectacles &#224; son actif : VOY VOY, NOUN puis ""O"". Ses spectacles m&#234;lent plusieurs disciplines artistiques : Th&#233;&#226;tre, danse, clown, marionnettes. Les th&#232;mes favorisent l'ouverture au monde. Les derni&#232;res cr&#233;ations sont dirig&#233;es vers le tr&#232;s jeune public, mais d'autres projets &#224; venir concernent un public adolescent-adulte. Elle re&#231;oit le soutien de la Ville de Montpellier pour""O"" et du Conseil G&#233;n&#233;ral de l'H&#233;rault pour sa prochaine cr&#233;ation</p>"
843;Compagnies;Compagnie Comme ça;Montpellier Centre;;04 99 61 15 56;;mail.commeca@laposte.net;;;;;;;;Boulevard Louis Blanc;;Les Ursulines;34000;Montpellier;;;0;;;;;;;;;
688;Compagnies;Compagnie Commune Scène;Montpellier Centre;;04 67 66 36 59;;communescene@altavista.fr;;;;;;12;;rue Charles-Amans;;;34000;Montpellier;;;0;;;;;;;;;
691;Compagnies;Compagnie de l'Echarpe Blanche;Montpellier Centre;;04 67 54 74 52 / 06 12 13 87 11;;echarpe.sol@orange.fr;www.echarpeblanche.fr;;;;;43;;rue ;de l'Université;;34000;Montpellier;;;0;;;;;;;;"<p>Compagnie de l'Echarpe blanche</p> <p>C'est &#224; Montpellier, en 1997, que la Compagnie de L'Echarpe blanche est n&#233;e de la volont&#233; du metteur en sc&#232;ne, Jean-Louis Sol, entour&#233; de jeunes com&#233;diens.<br>L'objectif &#233;tait alors d'amener le th&#233;&#226;tre o&#249; on ne l'attendait pas, dans la campagne languedocienne ou au sein de l'Universit&#233; de Montpellier 1, avec le grand r&#233;pertoire: Moli&#232;re Le Tartuffe, D&#233;pit amoureux, Les Femmes Savantes; Shakespeare Le Songe d'une nuit d'&#233;t&#233;; Claudel L'Annonce faite &#224; Marie; Giraudoux La Guerre de Troie n'aura pas lieu, Anouilh L'Alouette...</p> <p>Tr&#232;s vite, la Compagnie a ajout&#233; &#224; son r&#233;pertoire des auteurs contemporains, privil&#233;giant ceux de la r&#233;gion: Max Rouquette Le Glossaire, Jean-Pierre P&#233;laez Les Singes Savants, Lilian Bathelot Le Tr&#233;sor des six reines.....et a fait conna&#238;tre des auteurs &#233;trangers, en particulier en cr&#233;ant, pour la premi&#232;re fois en France, M&#233;moires d'une femme fatale de l'auteur portugais, Augusto Sobral.</p> <p>Ses tourn&#233;es l'ont amen&#233;e dans une cinquantaine de lieux des r&#233;gions Languedoc-Roussillon et PACA, mais aussi &#224; Paris, au Festival off d' Avignon et &#224; Lisbonne au Festival d' Almada.<br><br>Aujourd'hui, elle pr&#233;sente Qui a peur de Virginia Woolf ? du grand auteur am&#233;ricain Edward Albee qui a donn&#233; son plein accord &#224; cette cr&#233;ation.</p> <p><br>&#160;</p>";"<p><strong>Pour plus d'informations, nous vous invitons &#224; consulter notre site :</strong></p> <p>www.echarpeblanche.fr</p> <p>Coordonn&#233;es : 43, rue de l'universit&#233;</p> <p>34000 Montpellier Tel 0467547452 / 0612138711</p>"
820;Compagnies;Compagnie Didier Théron;Mosson;;04 67 03 38 22;04 67 03 38 37;communication@didiertheron.com;www.didiertheron.com;;;;;155;;rue de Bologne;;Espace Bernard Glandier;34080;Montpellier;;;0;;;;;;;;"<ul><li>Espace Bernard Glandier</li></ul><p>La Compagnie Didier Théron, créée en 1988 à Montpellier, installée depuis 1994 au Mas de la Paillade a pour principal objectif la recherche et la création chorégraphique, ainsi que sa diffusion et sa transmission auprès de publics variés, sous forme de spectacles, de cours et d’actions de sensibilisation. </p><p>Ses pièces ‘Ironworks’ ‘Les locataires’ ‘Autoportrait Raskolnikov’; ‘Assis debout en marche avec préambule et vestibule’ ‘ En forme’ connaissent une large diffusion en France et à l’étranger. Souvent inspiré par des univers romanesques et des écritures particulières (Dostoïevski, Beckett, Kafka), Didier Théron mène une recherche centrée sur le langage du corps, faisant appel à la pulsion maîtrisée, au trait brut épuré, à la composition graphique, pour révéler la danse comme une parole totale empreinte d’absurde et de burlesque.</p><p><br />En 2004 est inauguré l’Espace Bernard Glandier, lieu dédié à la recherche, la création, la formation chorégraphiques, en collaboration avec des artistes associés, pour 2005 Michèle Murray, Maya Brosch (Suisse), Rosalind Crisp (Australie). La compagnie propose un programme de cours réguliers pour danseurs avancés et professionnels, ainsi que des stages d’initiation à la danse contemporaine «Jeux Expérimentation Mouvement» pour les enfants de 6 à 12 ans pendant les vacances scolaires.</p>";
706;Compagnies;Compagnie du Navigator;Montpellier Centre;;04 66 80 50 92;;;;;;;;14;;rue des Ecoles Laïques;;;34000;Montpellier;;;0;;;;;;;;;
703;Compagnies;Compagnie du P'tit Atelier 3 / Juliette Mouchonnat;Montpellier Centre;;06 60 82 52 70;;;;;;;;26;;rue du Faubourg Figuerolles;;;34000;Montpellier;;;0;;;;;;;;Théâtre;
707;Compagnies;Compagnie El Baal;Croix d'Argent;;09 50 70 88 34;;elbaal@free.fr;www.elbaal.fr/;;;;;71;; rue du Jardin Martel;;;34000;Montpellier;;;0;;;;;;;;"<p class=""AccueilTitre"">Théâtre, contes, marionnettes, masques </p><p>La Compagnie El Baal et sa comédienne Isabelle Cancade, proposent un travail de création artistique autour des contes mythologiques. </p><p>Les spectacles sont destinés à un public d'enfants et d'adultes. </p><p>La Compagnie se produit dans différents lieux artistiques, notamment le Théâtre Gérard-Philipe. <br />El Baal anime également des actions pédagogiques au sein des établissements scolaires et des maisons pour tous de Montpellier. </p>";
997;Compagnies;Compagnie Émeline Rieux / École de danse Boem;Montpellier Centre;Centre historique;04 67 20 06 75;04 67 20 06 75;boem.danse@wanadoo.fr;www.boemdanse.fr;;;;;3;;Collot;;Hôtel Magny - salle Renaissance;34000;Montpellier;;;0;;;;;;;;<p>Émeline Rieux développe depuis son installation à Montpellier sa propre technique dans le cadre de sa compagnie, née en 2000, et de son école de danse. </p><p>Son travail chorégraphique basé sur l’émotion, s’appuie sur l’expressivité du visage, le corps théâtralisé, la danse théâtre, le corps expression sans jamais exclure le corps immédiat… </p><p>Danseuse pluridisciplinaire, elle obtient l’UV technique en classique, en jazz et en contemporain. <br />Enseignante depuis quatorze ans, elle obtient le diplôme d’État de Professeur de danse en 1996. <br />Médaillée d’or solo et duo en concours international.</p><h5>Les créations</h5><ul><li><em>Interieur-Exterieur</em>, pièce pour 5 danseurs - 2001</li><li><em>N’œuf moi</em>, solo Émeline Rieux - 2002</li><li><em>Pour le pire et le meilleur</em>, solo Émeline Rieux - 2003</li><li><em>Les déracinés</em>, pièce pour 5 danseurs - 2003</li><li><em>L’aéroport</em>, pièce pour 4 danseurs – 2004 </li><li><em>Tango</em>, solo Émeline Rieux - 2005</li></ul>;
868;Agglomération;Compagnie générale des eaux;Port Marianne;Millénaire;04 67 20 74 00;;;www.generale-des-eaux.com;;;;;765;;rue Henri-Becquerel - BP 1224;;Parc du Millénaire;34010;Montpellier;Cedex 1;;0;;;;;;;;;
705;Compagnies;Compagnie Grognon Frères;Prés d'Arènes;;06 10 84 56 35;;grognon.freres@free.fr;;;;;;594;;rue de Centrayrargues;;;34070;Montpellier;;;0;;;;;;;;;
854;Compagnies;Compagnie Ici et Maintenant;Montpellier Centre;;04 67 66 26 81;;;;;;;;4;;rue Trésoriers de la Bourse;;;34000;Montpellier;;;0;;;;;;;;<p>Compagnie de danse contemporaine, dont les chorégraphies puisent leur force dans un lien vital : interdépendance créative musique-mouvement. Ce sont les œuvres musicales qui sont la base et l'essentielle inspiration du travail du groupe.<br />La danse trouve sa plénitude dans l'espace et dans le temps quand corps et son s'unissent.</p>;
842;Compagnies;Compagnie La Camionetta;Montpellier Centre;;04 99 06 07 71;;lacamionetta@wanadoo.fr;;;;;;30;;cours Gambetta;;;34000;Montpellier;;;0;;;;;;;;<p>La compagnie La Camionetta est une compagnie de danse contemporaine créée en 1993 par Fabrice Ramalingom et Hélène Cathala.<br />Son travail est axé sur la création de pièces et d'événements chorégraphiques, et de leur diffusion en France et à l'étranger. Elle s'appuie également sur des projets de recherche et de formation (résidences, ateliers, stages.)<br />La compagnie la Camionetta est subventionnée par la DRAC Languedoc-Roussillon, le Conseil Régional Languedoc-Roussillon, le Conseil Général de l'Hérault et la Ville de Montpellier.</p>;
1212;Compagnies;Compagnie La Rampe TIO;Montpellier Centre;;;;;www.larampe-tio.org;;;;;42;;rue Adam de Craponne;;;34000;Montpellier;;;0;;;;;;;;<p> Notre page Myspace : www.myspace.com/cielarampetio </p>;
710;Compagnies;Compagnie la Traversée / Christine Darrigade;Montpellier Centre;;04 67 88 01 96;04 67 88 01 96;;;;;;;5;;rue Alexandre-Cabanel;;;34000;Montpellier;;;0;;;;;;;;Théâtre;
676;Compagnies;Compagnie Labyrinthes;Montpellier Centre;;04 67 57 42 59;;labyrinthes@hotmail.fr;;;;;;15;;rue Isidore-Girard;;;34000;Montpellier;;;0;;;;;;;;;
1102;Compagnies;Compagnie Les Boucans;Montpellier Centre;;04 67 66 49 13;;chris@lesboucans.com;www.lesboucans.com;;;;;2 ter;;rue Four des Flammes;;;34000;Montpellier;;;0;;;;;;;;<p> </p>;
824;Compagnies;Compagnie Les Gens du Quai;Montpellier Centre;;04 67 65 96 42;;info@gensduquai.org;www.gensduquai.org;;;;;27;;quai Laurens;;;34000;Montpellier;;;0;;;;;;;;<p>A l’initiative de plusieurs artistes, l’association Les Gens du Quai cherche à favoriser le développement des échanges entre les différents arts, dans l’esprit Factory d’Andy Warhol, en ouvrant aux créateurs de tous horizons un espace de création, de rencontre et d’information. <br />Elle réunit aujourd’hui des professionnels des métiers du spectacle : danseur, musicien, comédien, chorégraphe, concepteur lumière et son, plasticien, infographiste, photographe et critique. </p>;
834;Compagnies;Compagnie Les Tontons Swingueurs;Montpellier Centre;;06 17 70 28 36;;swing@lestontonsswingueurs.com;lestontonsswingueurs.com*;;;;;1;;square Jean Monnet;;;34000;Montpellier;;;0;;;;;;;;<ul><li>Maison Pour Tous Voltaire </li></ul><p>Apprendre à danser le Swing, le lindy hop et le boogie woogie à Montpellier et en France... avec Les tontons Swingueurs !</p>;
840;Compagnies;Compagnie Libertango;Croix d'Argent;;04 67 54 30 55;;ltango@free.fr;ltango.free.fr*;;;;;8;;square Cézanne;;Résidence Saint Clément;34070;Montpellier;;;0;;;;;;;;<p>Promotion de la culture du tango argentin.<br />Tango argentin dansé : stages tous niveaux, cours collectifs et cours particuliers toute l'année, démonstrations, spectacles, conférences, articles.<br />Les cours sont dispensés par Roberto Romanelli et Betty Jorge, danseurs professionnels et professeurs de tango argentin.</p>;
827;Compagnies;Compagnie Lila Green;Hôpitaux - Facultés;;04 67 63 12 43;;;;;;;;2903;;route de Mende;;Le Clos Jolival;34090;Montpellier;;;0;;;;;;;;<ul><li>Association Sunsets</li><li>Compagnie de danse</li></ul>;
