"Exercice","I_F","D_R","Nature","Sous-fontion","Montant","Libellé nature","Libellé fonction"
2007,"I",1,205,820,"78596,44","CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","SERVICES COMMUNS"
2007,"I",1,205,822,"84222,93","CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","VOIRIE COMMUNALE ET ROUTES"
2007,"I",1,2111,824,"9397886,22","TERRAINS NUS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,2121,823,"137011,07","PLANTATIONS D'ARBRES ET D'ARBUSTES","ESPACES VERTS URBAINS"
2007,"I",1,2128,26,"542106,85","AUTRES AGENCEMENTS ET AMENAGEMENTS","CIMETIERES ET POMPES FUNEBRES"
2007,"I",1,2128,324,"17485,52","AUTRES AGENCEMENTS ET AMENAGEMENTS","ENTRETIEN DU PATRIMOINE CULTUREL"
2007,"I",1,2135,422,"41404,88","INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGTS DES CONSTRUCTIONS","AUTRES ACTIVITES POUR LES JEUNES"
2007,"I",1,2138,824,"3135502,57","AUTRES CONSTRUCTIONS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,2161,324,"651707,53","OEUVRES ET OBJETS D'ART","ENTRETIEN DU PATRIMOINE CULTUREL"
2007,"I",1,2168,323,13830,"COLLECTIONS - OEUVRES D'ART AUTRES","ARCHIVES"
2007,"I",1,2182,20,"510808,61","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,2182,814,"79942,96","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT","ECLAIRAGE PUBLIC"
2007,"I",1,2183,20,"820824,18","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,2183,23,"801,32","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","INFORMATION, COMMUNICATION, PUBLICITE"
2007,"I",1,2183,211,"38411,26","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ECOLES MATERNELLES"
2007,"I",1,2183,212,"71736,6","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ECOLES PRIMAIRES"
2007,"I",1,2183,251,"286169,5","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2007,"I",1,2183,324,"89,7","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ENTRETIEN DU PATRIMOINE CULTUREL"
2007,"I",1,2183,412,"2847,24","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","STADES"
2007,"I",1,2183,422,"5191,23","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","AUTRES ACTIVITES POUR LES JEUNES"
2007,"I",1,2183,64,"1041,02","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","CRECHES ET GARDERIES"
2007,"I",1,2183,823,"3994,64","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ESPACES VERTS URBAINS"
2007,"I",1,2183,824,"1802,59","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,2183,91,"1088,36","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","FOIRES ET MARCHES"
2007,"I",1,2184,20,"232430,77","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,2184,24,"5770,7","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","FETES ET CEREMONIES"
2007,"I",1,2184,211,"172238,25","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ECOLES MATERNELLES"
2007,"I",1,2184,212,"230928,41","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ECOLES PRIMAIRES"
2007,"I",1,2184,213,"29792,44","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","CLASSES REGROUPEES"
2007,"I",1,2184,251,"9771,32","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2007,"I",1,2184,324,"23239,23","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ENTRETIEN DU PATRIMOINE CULTUREL"
2007,"I",1,2184,421,"2949,33","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","CENTRES DE LOISIRS"
2007,"I",1,2184,422,"41091,73","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","AUTRES ACTIVITES POUR LES JEUNES"
2007,"I",1,2184,520,"15174,5","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","SERVICES COMMUNS"
2007,"I",1,2184,64,"20102,98","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","CRECHES ET GARDERIES"
2007,"I",1,2184,822,"601,71","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","VOIRIE COMMUNALE ET ROUTES"
2007,"I",1,2184,823,118883,"AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ESPACES VERTS URBAINS"
2007,"I",1,2185,823,"53230,04","AUTRES IMMOBILISATIONS CORPORELLES CHEPTEL","ESPACES VERTS URBAINS"
2007,"I",1,2188,20,"343170,52","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,2188,22,"17716,35","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ADMINISTRATION GENERALE DE L'ETAT"
2007,"I",1,2188,23,"5526,47","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","INFORMATION, COMMUNICATION, PUBLICITE"
2007,"I",1,2188,24,"25166,49","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","FETES ET CEREMONIES"
2007,"I",1,2188,26,"26364,48","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","CIMETIERES ET POMPES FUNEBRES"
2007,"I",1,2188,112,"8366,69","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","POLICE MUNICIPALE"
2007,"I",1,2188,12,"1061,66","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","HYGIENE ET SALUBRITE PUBLIQUE"
2007,"I",1,2188,211,"32917,03","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ECOLES MATERNELLES"
2007,"I",1,2188,212,"27066,31","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ECOLES PRIMAIRES"
2007,"I",1,2188,213,"33063,79","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","CLASSES REGROUPEES"
2007,"I",1,2188,251,"51727,06","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2007,"I",1,2188,323,"153,69","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ARCHIVES"
2007,"I",1,2188,324,"82339,33","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ENTRETIEN DU PATRIMOINE CULTUREL"
2007,"I",1,2188,412,"136902,57","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","STADES"
2007,"I",1,2188,422,"38280,06","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","AUTRES ACTIVITES POUR LES JEUNES"
2007,"I",1,2188,64,"52304,93","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","CRECHES ET GARDERIES"
2007,"I",1,2188,810,"447,87","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","SERVICES COMMUNS"
2007,"I",1,2188,813,"13321,77","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","PROPRETE URBAINE"
2007,"I",1,2188,814,"557767,35","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ECLAIRAGE PUBLIC"
2007,"I",1,2188,816,"633,81","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","AUTRES RESEAUX ET SERVICES DIVERS"
2007,"I",1,2188,820,"686,01","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","SERVICES COMMUNS"
2007,"I",1,2188,821,"640272,81","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","EQUIPEMENTS DE VOIRIE"
2007,"I",1,2188,822,"331598,05","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","VOIRIE COMMUNALE ET ROUTES"
2007,"I",1,2188,823,"248370,42","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ESPACES VERTS URBAINS"
2007,"I",1,2188,91,"166,82","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","FOIRES ET MARCHES"
2007,"I",1,2312,26,"100451,74","IMMOBILISATIONS EN COURS TERRAINS","CIMETIERES ET POMPES FUNEBRES"
2007,"I",1,2312,211,"361710,62","IMMOBILISATIONS EN COURS TERRAINS","ECOLES MATERNELLES"
2007,"I",1,2312,212,"230456,23","IMMOBILISATIONS EN COURS TERRAINS","ECOLES PRIMAIRES"
2007,"I",1,2312,412,"5046815,42","IMMOBILISATIONS EN COURS TERRAINS","STADES"
2007,"I",1,2312,414,"1287264,28","IMMOBILISATIONS EN COURS TERRAINS","AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR"
2007,"I",1,2312,64,"12746,42","IMMOBILISATIONS EN COURS TERRAINS","CRECHES ET GARDERIES"
2007,"I",1,2312,823,"4782440,03","IMMOBILISATIONS EN COURS TERRAINS","ESPACES VERTS URBAINS"
2007,"I",1,2312,91,"96436,03","IMMOBILISATIONS EN COURS TERRAINS","FOIRES ET MARCHES"
2007,"I",1,2313,20,"4480559,59","IMMOBILISATIONS EN COURS CONSTRUCTION","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,2313,112,"6127,54","IMMOBILISATIONS EN COURS CONSTRUCTION","POLICE MUNICIPALE"
2007,"I",1,2313,211,"2655169,1","IMMOBILISATIONS EN COURS CONSTRUCTION","ECOLES MATERNELLES"
2007,"I",1,2313,212,"3920512,48","IMMOBILISATIONS EN COURS CONSTRUCTION","ECOLES PRIMAIRES"
2007,"I",1,2313,213,"376998,69","IMMOBILISATIONS EN COURS CONSTRUCTION","CLASSES REGROUPEES"
2007,"I",1,2313,251,"395182,7","IMMOBILISATIONS EN COURS CONSTRUCTION","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2007,"I",1,2313,322,"333500,56","IMMOBILISATIONS EN COURS CONSTRUCTION","MUSEES"
2007,"I",1,2313,324,1504170,"IMMOBILISATIONS EN COURS CONSTRUCTION","ENTRETIEN DU PATRIMOINE CULTUREL"
2007,"I",1,2313,40,"106128,83","IMMOBILISATIONS EN COURS CONSTRUCTION","SERVICES COMMUNS"
2007,"I",1,2313,411,"206830,38","IMMOBILISATIONS EN COURS CONSTRUCTION","SALLES DE SPORT, GYMNASES"
2007,"I",1,2313,412,"123844,2","IMMOBILISATIONS EN COURS CONSTRUCTION","STADES"
2007,"I",1,2313,414,"194852,25","IMMOBILISATIONS EN COURS CONSTRUCTION","AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR"
2007,"I",1,2313,421,"15252,43","IMMOBILISATIONS EN COURS CONSTRUCTION","CENTRES DE LOISIRS"
2007,"I",1,2313,422,"2522263,51","IMMOBILISATIONS EN COURS CONSTRUCTION","AUTRES ACTIVITES POUR LES JEUNES"
2007,"I",1,2313,520,"165806,62","IMMOBILISATIONS EN COURS CONSTRUCTION","SERVICES COMMUNS"
2007,"I",1,2313,64,"406642,52","IMMOBILISATIONS EN COURS CONSTRUCTION","CRECHES ET GARDERIES"
2007,"I",1,2313,814,"82161,5","IMMOBILISATIONS EN COURS CONSTRUCTION","ECLAIRAGE PUBLIC"
2007,"I",1,2313,822,"606550,83","IMMOBILISATIONS EN COURS CONSTRUCTION","VOIRIE COMMUNALE ET ROUTES"
2007,"I",1,2313,823,"5995726,25","IMMOBILISATIONS EN COURS CONSTRUCTION","ESPACES VERTS URBAINS"
2007,"I",1,2313,824,"2703020,2","IMMOBILISATIONS EN COURS CONSTRUCTION","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,2313,91,"681440,26","IMMOBILISATIONS EN COURS CONSTRUCTION","FOIRES ET MARCHES"
2007,"I",1,2315,20,"743779,85","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,2315,212,"399457,16","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","ECOLES PRIMAIRES"
2007,"I",1,2315,251,"2152,8","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2007,"I",1,2315,810,"1158429,52","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","SERVICES COMMUNS"
2007,"I",1,2315,814,"2738104,64","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","ECLAIRAGE PUBLIC"
2007,"I",1,2315,816,"11841559,91","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","AUTRES RESEAUX ET SERVICES DIVERS"
2007,"I",1,2315,821,"601594,69","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","EQUIPEMENTS DE VOIRIE"
2007,"I",1,2315,822,"15815470,42","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","VOIRIE COMMUNALE ET ROUTES"
2007,"I",1,2315,823,"99300,22","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","ESPACES VERTS URBAINS"
2007,"I",1,2315,824,"5570538,08","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,2316,324,"14912,38","IMMOBILISATIONS EN COURS RESTAURATION DES COLLECTIONS ET OEUVRES D ART","ENTRETIEN DU PATRIMOINE CULTUREL"
2007,"I",1,2318,112,"275775,68","AUTRES IMMOBILISATIONS CORPORELLES EN COURS","POLICE MUNICIPALE"
2007,"I",1,2318,422,"94353,9","AUTRES IMMOBILISATIONS CORPORELLES EN COURS","AUTRES ACTIVITES POUR LES JEUNES"
2007,"I",1,2318,824,"11143,39","AUTRES IMMOBILISATIONS CORPORELLES EN COURS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,238,20,3000000,"AVANCES ET ACOMPTES VERSES SUR COMMANDES D IMMOBILISATIONS CORPORELLES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,238,822,35037,"AVANCES ET ACOMPTES VERSES SUR COMMANDES D IMMOBILISATIONS CORPORELLES","VOIRIE COMMUNALE ET ROUTES"
2007,"I",1,238,824,4000000,"AVANCES ET ACOMPTES VERSES SUR COMMANDES D IMMOBILISATIONS CORPORELLES","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,261,90,1142304,"TITRES DE PARTICIPATION","INTERVENTIONS ECONOMIQUES"
2007,"I",1,274,20,4500000,"AUTRES IMMOBILISATIONS FINANCIERES PRETS","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,274,823,600000,"AUTRES IMMOBILISATIONS FINANCIERES PRETS","ESPACES VERTS URBAINS"
2007,"I",1,275,,131906,"AUTRES IMMOBILISATIONS FINANCIERES DEPOTS ET CAUTIONNEMENTS VERSES",
2007,"I",1,275,814,300,"AUTRES IMMOBILISATIONS FINANCIERES DEPOTS ET CAUTIONNEMENTS VERSES","ECLAIRAGE PUBLIC"
2007,"I",1,10222,,"12476659,34","F.C.T.V.A.",
2007,"I",1,10223,,1902599,"T.L.E.",
2007,"I",1,10224,,115223,"VERSEMENT POUR DEPASSEMENT DU PLAFOND LEGAL DE DENSITE (PLD)",
2007,"I",1,1068,,46000000,"EXCEDENTS DE FONCTIONNEMENT CAPITALISES",
2007,"I",1,1311,823,"100334,4","SUBVENTIONS D'EQUIPEMENT TRANSFERABLES ETAT ET ETABLISSEMENTS NATIONAUX","ESPACES VERTS URBAINS"
2007,"I",1,1321,20,1250000,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,1321,211,"113933,35","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","ECOLES MATERNELLES"
2007,"I",1,1321,212,"181630,39","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","ECOLES PRIMAIRES"
2007,"I",1,1321,213,"5833,77","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","CLASSES REGROUPEES"
2007,"I",1,1321,324,"28900,24","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","ENTRETIEN DU PATRIMOINE CULTUREL"
2007,"I",1,1321,412,25000,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","STADES"
2007,"I",1,1321,414,12792,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR"
2007,"I",1,1321,422,106605,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","AUTRES ACTIVITES POUR LES JEUNES"
2007,"I",1,1321,64,"225283,2","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","CRECHES ET GARDERIES"
2007,"I",1,1321,822,"1012946,2","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","VOIRIE COMMUNALE ET ROUTES"
2007,"I",1,1321,823,3000,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","ESPACES VERTS URBAINS"
2007,"I",1,1321,824,"440367,01","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,1321,91,"28835,25","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT & ETABLISSEMENTS NATIONAUX","FOIRES ET MARCHES"
2007,"I",1,1322,20,2240,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,1322,823,"922200,38","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS","ESPACES VERTS URBAINS"
2007,"I",1,1322,824,40000,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,1323,213,"186624,36","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS","CLASSES REGROUPEES"
2007,"I",1,1323,412,"112726,89","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS","STADES"
2007,"I",1,1323,64,24653,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS","CRECHES ET GARDERIES"
2007,"I",1,1323,816,"522900,73","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS","AUTRES RESEAUX ET SERVICES DIVERS"
2007,"I",1,1323,822,"42291,63","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS","VOIRIE COMMUNALE ET ROUTES"
2007,"I",1,1323,823,"291451,94","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS","ESPACES VERTS URBAINS"
2007,"I",1,1323,824,340000,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,1325,112,"62711,75","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GROUPEMENTS DE COLLECTIVITES","POLICE MUNICIPALE"
2007,"I",1,1325,414,165400,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GROUPEMENTS DE COLLECTIVITES","AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR"
2007,"I",1,1325,816,860150,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GROUPEMENTS DE COLLECTIVITES","AUTRES RESEAUX ET SERVICES DIVERS"
2007,"I",1,1325,822,218000,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GROUPEMENTS DE COLLECTIVITES","VOIRIE COMMUNALE ET ROUTES"
2007,"I",1,1325,823,130000,"SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GROUPEMENTS DE COLLECTIVITES","ESPACES VERTS URBAINS"
2007,"I",1,1325,824,"1266773,2","SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GROUPEMENTS DE COLLECTIVITES","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,1328,20,2240,"AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES AUTRES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2007,"I",1,1328,212,272000,"AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES AUTRES","ECOLES PRIMAIRES"
2007,"I",1,1328,324,18000,"AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES AUTRES","ENTRETIEN DU PATRIMOINE CULTUREL"
2007,"I",1,1328,412,50000,"AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES AUTRES","STADES"
2007,"I",1,1328,422,1410600,"AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES AUTRES","AUTRES ACTIVITES POUR LES JEUNES"
2007,"I",1,1328,64,"1008621,87","AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES AUTRES","CRECHES ET GARDERIES"
2007,"I",1,1328,823,100000,"AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES AUTRES","ESPACES VERTS URBAINS"
2007,"I",1,1328,824,"3309551,34","AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES AUTRES","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,1342,,8886168,"FONDS AFFECTES A L'EQUIPEMENT NON TRANSFERABLES AMENDES DE POLICE",
2007,"I",1,1343,824,"556661,2","FONDS AFFECTES A L'EQUIPEMENT NON  TRANSF.PLAN D'AMENAGEMENT D'ENSEMENBLE PAE","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,1641,,34000000,"EMPRUNTS",
2007,"I",1,16441,,16900000,"EMPRUNT ASSORTI DE TIRAGE SUR LIGNE DE TRESORERIE",
2007,"I",1,165,,"12400,89","DEPOTS ET CAUTIONNEMENTS RECUS",
2007,"I",1,16878,,"39982,5","AUTRES ORGANISMES ET PARTICULIERS",
2007,"I",1,192,,"3014721,42","REALISATIONS POSTERIEURES AU 01/01/1997",
2007,"I",1,2111,,"4411147,52","TERRAINS NUS",
2007,"I",1,2113,,"127911,23","TERRAINS AMENAGES AUTRES QUE VOIRIE",
2007,"I",1,21318,,"48783,68","AUTRES BATIMENTS PUBLICS",
2007,"I",1,2138,,"418520,65","AUTRES CONSTRUCTIONS",
2007,"I",1,2182,,"294686,49","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT",
2007,"I",1,2313,824,"156066,51","IMMOBILISATIONS EN COURS CONSTRUCTION","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,2315,821,"247478,39","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","EQUIPEMENTS DE VOIRIE"
2007,"I",1,238,824,2500000,"AVANCES ET ACOMPTES VERSES SUR COMMANDES D IMMOBILISATIONS CORPORELLES","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,274,824,300000,"AUTRES IMMOBILISATIONS FINANCIERES PRETS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,275,,94392,"AUTRES IMMOBILISATIONS FINANCIERES DEPOTS ET CAUTIONNEMENTS VERSES",
2007,"I",1,27635,,27045,"AUTRES CREANCES IMMOBILISEES SUR GROUPEMENTS DES COLLECTIVITES",
2007,"I",1,2764,824,"260,69","CREANCE SUR DES PARTICULIERS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2007,"I",1,28031,,"426972,22","FRAIS D'ETUDES, RECHERCHE & DE DEVELOPPEMENT AMORTISSEMENTS DES FRAIS D'ETUDES",
2007,"I",1,28042,,"2139176,96","SUBVENTIONS",
2007,"I",1,28182,,"733268,09","MATERIEL DE TRANSPORT",
2007,"I",1,28183,,"854822,79","MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE",
2007,"I",1,28184,,"678197,99","MOBILIER",
2007,"I",1,28188,,"2938070,52","AUTRES",
2008,"F",1,60222,20,"85488,22","PRODUITS D'ENTRETIEN","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2008,"F",1,60223,20,"247002,21","FOURNITURES DES ATELIERS MUNICIPAUX","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2008,"F",1,60224,20,"146002,14","FOURNITURES ADMINISTRATIVES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2008,"F",1,6042,20,"392410,01","ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2008,"F",1,6042,48,"47,84","ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER","AUTRES ACTIONS DE COOPERATION DECENTRALISEE"
2008,"F",1,6042,112,"167,39","ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER","POLICE MUNICIPALE"
2008,"F",1,6042,211,"20869,88","ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER","ECOLES MATERNELLES"
2008,"F",1,6042,212,"166464,72","ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER","ECOLES PRIMAIRES"
2008,"F",1,6042,251,"160,09","ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2008,"F",1,6042,30,"2137,92","ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER","SERVICES COMMUNS"
2008,"F",1,6042,323,"315,74","ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER","ARCHIVES"
2008,"F",1,6042,40,277482,"ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER","SERVICES COMMUNS"
