 Nom modèle,Surface de plancher (SHON),Surface terrain,Date signature décision finale,Nature avis décision,Nombre de logements créés,1 pièce logements individuels,2 pièces logements individuels,3 pièces logements individuels,4 pièces logements individuels,5 pièces logements individuels,1 pièce logements collectifs,2 pièces logements collectifs,4 pièces logements collectifs,3 pièces logements collectifs,5 pièces logements collectifs,Quartier,Secteur
Permis de Construire,782,120490,29/05/2006,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,134,414,12/07/2006,Favorable,1,,,,,1,,,,,,HF -Aiguelongue,3
Permis de Construire,58,1047,27/04/2006,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,76,380,15/06/2006,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,1963,1972,21/06/2006,Favorable,39,,,,,,9,25,0,5,0,PA -Prés Arènes,5
Permis de Construire,2091,950,29/05/2006,Favorable,43,,,,,,6,33,0,4,0,CA -Croix d'Argent,6
Permis de Construire,44,131,28/03/2006,Favorable,1,,1,,,,,,,,,MC -Boutonnet,2
Permis de Construire,10,214,11/08/2006,Favorable,,,,,,,,,,,,MC -Figuerolles,7
Permis de Construire,55,1414,01/06/2006,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,97,625,22/03/2006,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,184,791,09/06/2006,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,1599,21440,14/03/2007,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,295,1683,22/09/2006,Favorable,,,,,,,,,,,,MO -Celleneuve,9
Permis de Construire,4,378,04/08/2006,Favorable,,,,,,,,,,,,CA -Estanove,8
Permis de Construire,2917,4888,27/09/2006,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,1099,12552,04/12/2006,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,110,637,30/10/2006,Favorable,1,,,,,1,,,,,,CE -Alco,10
Permis de Construire,101,20810,05/02/2007,Favorable,,,,,,,,,,,,CE -La Chamberte,8
Permis de Construire,6,9585,16/07/2007,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,60,283,15/12/2006,Favorable,,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,127,974,30/04/2007,Favorable,1,,,,,1,,,,,,HF -Aiguelongue,3
Permis de Construire,121,272,18/06/2007,Favorable,1,,,,,1,,,,,,CE -La Martelle,10
Permis de Construire,45,2400,26/01/2007,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,0,100,05/03/2007,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,129,6457,26/01/2007,Favorable,,,,,,,,,,,,MC -Antigone,3
Permis de Construire,14,159,03/04/2007,Favorable,1,,,,1,,,,,,,MC -Les Arceaux,7
Permis de Construire,2443,2400,19/07/2007,Favorable,48,,,,,,7,36,0,5,0,MO -Celleneuve,9
Permis de Construire,158,3738,02/10/2008,Favorable,1,,,,1,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,572,330,26/02/2008,Favorable,9,,,,,,0,6,0,3,0,MC -Figuerolles,7
Permis de Construire,0,445,16/07/2007,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,178,630,21/06/2007,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,4853,4858,31/01/2008,Favorable,83,,,,,,17,24,8,34,,PA -Aiguerelles,4
Permis de Construire,0,2000,17/02/2000,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,11,8884,13/01/2000,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,0,32085,17/03/2000,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,39,355,02/03/2000,Favorable,,,,,,,,,,,,MC -Gares,1
Permis de Construire,1557,3084,18/02/2000,Favorable,18,,,,,,0,1,5,12,0,MO -Celleneuve,9
Permis de Construire,634,19295,14/09/2011,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,,287,25/11/2011,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,107,3033,17/03/2008,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,45,7563,05/05/2008,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,"378,85",1382,18/09/2008,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,4416,03/07/2008,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,306,706,01/08/2008,Favorable,4,,,4,,,,,,,,CE -Les Cévennes,7
Permis de Construire,1990,29819,25/02/2009,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,69,227,07/10/2008,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,,385,05/03/2009,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,,10750,16/09/2008,Favorable,,,,,,,,,,,,CA -Lemasson,6
Permis de Construire,237,3188,26/12/2008,Favorable,,,,,,,,,,,,,
Permis de Construire,63,391,05/03/2009,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,"226,6",3419,24/07/2009,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,"24,25",21456,26/05/2009,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,685,12432,10/07/2009,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,892,77868,23/10/2009,Favorable,,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,"79,53",2565,24/07/2009,Favorable,,,,,,,,,,,,CA -Estanove,8
Permis de Construire,"142,57",5170,24/08/2009,Favorable,1,,,,,1,,,,,,CA -Croix d'Argent,6
Permis de Construire,1147,236,20/10/2009,Favorable,,,,,,,,6,,5,,MC -Les Beaux Arts,3
Permis de Construire,263,2537,08/10/2009,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,,1289,08/10/2009,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,201,3140,23/11/2009,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,24,261,17/12/2009,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,"44,94",162,21/09/2009,Favorable,1,,,,,,,,,,,MC -Figuerolles,7
Permis de Construire,"54,75",752,02/11/2009,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,,59199,21/12/2009,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,978,1863,17/03/2010,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,,120,15/01/2010,Favorable,,,,,,,,,,,,MC -Gambetta,7
Permis de Construire,"83,6",73,25/03/2010,Favorable,1,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,,8244,03/06/2010,Favorable,,,,,,,,,,,,CA -Estanove,8
Permis de Construire,,0,26/04/2010,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,"4658,25",860,06/09/2010,Favorable,118,,,,,,93,24,,1,,MC -Comédie,1
Permis de Construire,830,525292,19/01/2011,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,652,12/10/2010,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,"108,57",5452,08/12/2010,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,"2273,78",2349,22/12/2010,Favorable,36,,,,,,4,14,2,16,,CE -Alco,7
Permis de Construire,,658,08/03/2011,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,"671,57",1971,15/02/2011,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,83,247,11/01/2011,Favorable,1,,,,1,,,,,,,PA -Aiguerelles,4
Permis de Construire,,580,09/05/2011,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,259,5300,06/06/2011,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,32,521,26/05/2011,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,469,504,01/07/2011,Favorable,6,,,,,,,,,,,PA -Aiguerelles,4
Permis de Construire,104,677,23/08/2011,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,29,709,24/08/2011,Favorable,,,,,,,,,,,,MC -Les Arceaux,10
Permis de Construire,697,1224,26/12/2011,Favorable,6,,,,,,,2,2,2,,PM -Pompignane,4
Permis de Construire,2231,10599,14/11/2011,Favorable,31,,,,,,,6,6,19,,PA -Saint Martin,5
Permis de Construire,41,319,06/01/2012,Favorable,,,,,,,,,,,,MC -Antigone,3
Permis de Construire,46,447,10/02/2012,Favorable,0,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,827,519,05/09/2012,Favorable,12,,,,,,2,4,2,3,,MC -Gambetta,1
Permis de Construire,1953,23860,28/02/2008,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,,692,05/10/2007,Favorable,,,,,,,,,,,,CA -Lemasson,6
Permis de Construire,"3420,26",8275,02/04/2009,Favorable,44,,,,,,,16,4,24,,CA -Pas du Loup,7
Permis de Construire,"6,4",287,10/12/2009,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,2
Permis de Construire,4390,12301,20/09/2010,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,,12532,23/02/2010,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,"9523,94",3610,29/11/2010,Favorable,150,,,,,,21,53,5,66,5,PM -Port Marianne,4
Permis de Construire,3494,56731,28/12/2009,Favorable,44,,,,,,,14,4,26,,CA -Croix d'Argent,6
Permis de Construire,81,89,07/05/2009,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,2791,23692,14/10/2009,Favorable,34,,,,,,,5,8,21,,PM -Port Marianne,4
Permis de Construire,277,301,19/10/2009,Favorable,6,,,,,,1,4,1,6,,MC -Boutonnet,2
Permis de Construire,"39,52",495,24/11/2009,Favorable,,,,,,,,,,,,MC -Boutonnet,2
Permis de Construire,139,764,14/09/2010,Favorable,1,,,,1,,,,,,,PM -Millénaire,4
Permis de Construire,49,265,11/08/2010,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,115,220,20/12/2010,Favorable,1,,,,1,,,,,,,PM -Millénaire,4
Permis de Construire,33,672,22/02/2010,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,859,897,20/04/2010,Favorable,16,,,,,,6,2,,8,,PA -Aiguerelles,4
Permis de Construire,1335,2980,12/10/2010,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,33,2535,18/10/2011,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,2433,979,21/12/2010,Favorable,31,,,,,,,9,6,14,2,PM -Port Marianne,4
Permis de Construire,,500,23/11/2010,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,"156,77",3764,22/03/2011,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,,544,06/01/2012,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,,1275,06/01/2012,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,3105,5715,29/06/2012,Favorable,40,,,,,,,12,8,20,,MO -Celleneuve,9
Permis de Construire,585,586,24/05/2012,Favorable,10,,,,,,,5,,5,,CE -La Chamberte,8
Permis de Construire,,45,22/09/2011,Favorable,,,,,,,,,,,,MC -Figuerolles,7
Permis de Construire,,94,16/12/2011,Favorable,,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,,581,21/06/2012,Favorable,,,,,,,,,,,,MC -Figuerolles,7
Permis de Construire,4211,4290,07/02/2012,Favorable,53,,,,8,,,15,5,23,2,CE -Alco,9
Permis de Construire,2125,2133,26/12/2011,Favorable,37,,,,,,,16,1,20,,MC -Boutonnet,3
Permis de Construire,11,196,14/09/2011,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,,7253,02/11/2011,Favorable,,,,,,,,,,,,MC -Centre Historique,10
Permis de Construire,"42,39",248,14/10/2011,Favorable,1,,,,1,,,,,,,PM -Pompignane,4
Permis de Construire,,1040,25/05/2012,Favorable,,,,,,,,,,,,MC -Boutonnet,2
Permis de Construire,136,401,02/03/2000,Favorable,1,,,,1,,,,,,,CE -La Chamberte,8
Permis de Construire,81,195,21/03/2000,Favorable,1,,,,1,,,,,,,CA -Croix d'Argent,6
Permis de Construire,0,265,28/03/2000,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,1587,21758,12/07/2000,Favorable,19,,,,,,0,2,6,11,0,HF -Hopitaux Facultés,10
Permis de Construire,62,8300,25/05/2000,Favorable,,,,,,,,,,,,PM -Pompignane,4
Permis de Construire,0,6044,12/04/2000,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,4255,1017,05/05/2000,Favorable,50,,,,,,5,26,11,6,2,MC -Antigone,3
Permis de Construire,1693,21758,12/07/2000,Favorable,24,,,,,,0,5,4,15,0,HF -Hopitaux Facultés,10
Permis de Construire,1587,21758,12/07/2000,Favorable,24,,,,,,0,7,2,15,0,HF -Hopitaux Facultés,10
Permis de Construire,21,1223,19/05/2000,Favorable,1,,,,1,,,,,,,MO -Celleneuve,9
Permis de Construire,1181,30747,27/07/2000,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,288,5070,12/07/2000,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,15,340,25/09/2000,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,122,185,12/07/2000,Favorable,1,,,,1,,,,,,,CA -Pas du Loup,8
Permis de Construire,124,261,08/08/2000,Favorable,1,,,,,1,,,,,,CA -Croix d'Argent,6
Permis de Construire,1070,567,24/08/2000,Favorable,16,,,,,,0,8,0,8,0,MC -Les Beaux Arts,3
Permis de Construire,836,1429,28/08/2000,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,179,650,15/01/2001,Favorable,1,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,999,6084,09/04/2001,Favorable,10,0,0,1,5,2,,,,,,PA -Prés Arènes,5
Permis de Construire,463,37521,10/10/2000,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,20,368,05/09/2000,Favorable,,,,,,,,,,,,CE -Les Cévennes,10
Permis de Construire,37,335,26/10/2000,Favorable,2,,,,,,0,2,0,0,0,MC -Gares,1
Permis de Construire,54,545,06/10/2000,Favorable,,,,,,,,,,,,CE -Les Cévennes,10
Permis de Construire,0,729,14/12/2000,Favorable,2,1,0,1,0,0,,,,,,MC -Gambetta,1
Permis de Construire,120,257,20/12/2000,Favorable,1,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,168,100640,13/03/2001,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,44,1176,05/02/2001,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,240,1000,05/03/2001,Favorable,1,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,1896,2472,19/03/2001,Favorable,24,,,,,,0,8,6,10,0,MO -Celleneuve,9
Permis de Construire,0,280,03/05/2001,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,504,1200,26/04/2001,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,56,25,06/06/2001,Favorable,1,,1,,,,,,,,,MC -Centre Historique,1
Permis de Construire,1936,36661,26/04/2001,Favorable,31,,,,,,0,20,2,9,0,PM -Port Marianne,4
Permis de Construire,34,388,18/06/2001,Favorable,,,,,,,,,,,,CE -Les Cévennes,10
Permis de Construire,14,580,07/06/2001,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,186,424,01/06/2001,Favorable,2,0,0,1,1,0,,,,,,CA -Croix d'Argent,6
Permis de Construire,0,873,18/09/2001,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,1
Permis de Construire,480,1099,07/06/2001,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,1368,13624,30/07/2001,Favorable,19,0,13,3,3,0,,,,,,MC -Boutonnet,10
Permis de Construire,382,294273,19/07/2001,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,7,958,25/06/2001,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,87,2129,18/09/2001,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,30,188,16/03/2004,Favorable,,,,,,,,,,,,MC -Figuerolles,8
Permis de Construire,133,444,22/01/2004,Favorable,1,,,,,1,,,,,,PA -Aiguerelles,5
Permis de Construire,0,188,09/03/2004,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,663,1230,04/03/2004,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,64,519,01/04/2004,Favorable,,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,2524,1998,02/08/2004,Favorable,27,,,,,,1,9,6,9,2,MC -Centre Historique,1
Permis de Construire,5037,30036,28/05/2004,Favorable,4,,,,,,0,0,0,0,4,MO -La Paillade,9
Permis de Construire,0,530,19/05/2004,Favorable,,,,,,,,,,,,MC -Gares,1
Permis de Construire,0,237,05/04/2004,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,39,96746,12/03/2004,Favorable,,,,,,,,,,,,MC -Gares,1
Permis de Construire,146,153,23/03/2004,Favorable,1,,,,,1,,,,,,MO -Hauts de Massane,9
Permis de Construire,5,340,16/03/2004,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,0,75,26/11/2004,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,237,74859,03/05/2004,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,19,465,23/03/2004,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,268,1000,23/03/2004,Favorable,1,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,420,56500,19/11/2004,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,155,948,22/04/2004,Favorable,1,,,,,1,,,,,,MO -Hauts de Massane,9
Permis de Construire,38,881,22/04/2004,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,161,400,08/01/2002,Favorable,1,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,141,321,22/01/2002,Favorable,1,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,446,900,29/11/2001,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,551,1517,14/01/2002,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,27,1034,22/01/2002,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,12,528,30/06/2004,Favorable,,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,254,1898,16/08/2004,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,3133,6296,12/01/2005,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,160,765,25/08/2004,Favorable,1,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,227,1604,06/09/2004,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,4052,860,30/03/2005,Favorable,51,,,,,,4,21,1,23,2,MC -Comédie,1
Permis de Construire,82,192664,15/10/2004,Favorable,,,,,,,,,,,,CE -Les Cévennes,10
Permis de Construire,520,2776,08/11/2004,Favorable,1,,,,1,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,45,500,22/09/2004,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,9327,26302,08/11/2004,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,0,980,17/03/2005,Favorable,,,,,,,,,,,,MC -Boutonnet,2
Permis de Construire,114,265,22/09/2004,Favorable,1,,,,1,,,,,,,PM -Millénaire,4
Permis de Construire,229,1346,28/12/2004,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,33,315,03/12/2004,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,22,359,18/03/2005,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,128,3077,15/02/2005,Favorable,,,,,,,,,,,,CA -Pas du Loup,8
Permis de Construire,121,368,25/11/2003,Favorable,1,,,,1,,,,,,,PM -Millénaire,4
Permis de Construire,126,129263,14/11/2003,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,0,131,30/07/2003,Favorable,,,,,,,,,,,,MC -Antigone,3
Permis de Construire,0,55121,15/06/2004,Favorable,,,,,,,,,,,,CE -Alco,7
Permis de Construire,169,600,17/09/2004,Favorable,1,,,,,,,,,,,CE -Alco,10
Permis de Construire,161,600,22/09/2004,Favorable,1,,,,,1,,,,,,CE -Alco,10
Permis de Construire,110,176,02/12/2003,Favorable,1,,,,1,,,,,,,PM -Millénaire,4
Permis de Construire,305,870,14/11/2003,Favorable,1,,,,,,,,,,,CE -Alco,10
Permis de Construire,57,288,05/08/2003,Favorable,,,,,,,,,,,,CE -Alco,9
Permis de Construire,120,475,05/08/2003,Favorable,1,,,,,1,,,,,,CE -La Chamberte,8
Permis de Construire,197,613,18/09/2003,Favorable,1,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,3165,3962,04/12/2003,Favorable,32,,,,,,0,10,8,10,4,MC -Les Beaux Arts,3
Permis de Construire,516,6490,09/04/2004,Favorable,,,,,,,,,,,,MC -Boutonnet,2
Permis de Construire,89,600,25/03/2005,Favorable,1,,,,1,,,,,,,PM -Port Marianne,4
Permis de Construire,0,2814,14/03/2005,Favorable,,,,,,,,,,,,PM -Pompignane,4
Permis de Construire,1152,2770,21/02/2005,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,4037,2380,22/04/2005,Favorable,46,,,,,,0,4,13,22,7,HF -Hopitaux Facultés,10
Permis de Construire,796,995,20/05/2005,Favorable,28,,,,,,28,0,0,0,0,CE -Les Cévennes,7
Permis de Construire,0,944,03/06/2005,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,77,6619,12/07/2005,Favorable,,,,,,,,,,,,MC -Centre Historique,10
Permis de Construire,481,338,22/06/2005,Favorable,8,,,,,,2,4,0,2,0,MC -Boutonnet,10
Permis de Construire,21,4667,13/01/2006,Favorable,,,,,,,,,,,,MC -Centre Historique,10
Permis de Construire,0,503,14/03/2005,Favorable,,,,,,,,,,,,CA -Lemasson,6
Permis de Construire,266,27539,20/05/2005,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,187,1604,21/04/2005,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,18,96,29/07/2005,Favorable,,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,4208,2160,07/09/2005,Favorable,60,,,,,,3,11,10,36,0,MC -Gambetta,1
Permis de Construire,198,6808,20/06/2005,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,2540,07/07/2005,Favorable,,,,,,,,,,,,MC -Antigone,3
Permis de Construire,64,781,13/05/2005,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,0,233,20/06/2005,Favorable,1,,,,,1,,,,,,PA -Aiguerelles,4
Permis de Construire,34,832,20/04/2005,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,77,488,22/04/2005,Favorable,,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,86,2190,30/05/2005,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,166,296,22/04/2005,Favorable,4,,,,,,0,2,1,1,0,MC -Centre Historique,10
Permis de Construire,23,574,28/09/2005,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,0,299,13/05/2005,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,50,232,25/08/2006,Favorable,,,,,,,,,,,,CA -Estanove,7
Permis de Construire,6767,1308,11/08/2006,Favorable,90,,,,,,0,22,13,50,5,PM -Port Marianne,4
Permis de Construire,0,175,25/10/2006,Favorable,,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,1475,2265,06/11/2006,Favorable,27,,,,,,9,9,0,9,0,CE -Alco,10
Permis de Construire,111,2896,04/08/2006,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,20,59,26/01/2007,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,3222,4832,06/11/2006,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,3021,646,21/11/2006,Favorable,35,,,,,,0,9,2,23,1,PM -Port Marianne,4
Permis de Construire,1516,4084,20/10/2006,Favorable,15,0,0,10,5,0,,,,,,MO -Hauts de Massane,9
Permis de Construire,20,386,28/08/2002,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,165,1000,14/05/2002,Favorable,1,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,243,1442,04/06/2002,Favorable,1,,,,,1,,,,,,MC -Les Aubes,4
Permis de Construire,210,1055,04/06/2002,Favorable,1,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,700,2469,20/06/2002,Favorable,7,0,0,2,5,0,,,,,,CE -La Chamberte,8
Permis de Construire,1423,4792,15/07/2002,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,170,31/05/2002,Favorable,4,,,,,,3,0,1,0,0,CA -Lemasson,6
Permis de Construire,0,1571,04/06/2002,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,0,442,10/04/2002,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,135,750,04/06/2002,Favorable,1,,,,1,,,,,,,CE -La Martelle,8
Permis de Construire,0,205,24/09/2002,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,102,274,23/05/2002,Favorable,1,,,,1,,,,,,,CE -La Martelle,8
Permis de Construire,46,479,01/07/2002,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,38,2118,22/05/2002,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,104,147,09/12/2002,Favorable,1,,,,1,,,,,,,CA -Lemasson,6
Permis de Construire,0,631,02/10/2002,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,370,7063,09/12/2002,Favorable,2,0,0,0,0,2,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,0,6346,26/09/2002,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,2000,05/12/2002,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,12,112,24/10/2002,Favorable,,,,,,,,,,,,MC -Figuerolles,7
Permis de Construire,1028,2875,26/11/2002,Favorable,8,0,1,1,1,3,,,,,,CE -Alco,10
Permis de Construire,529,685,05/03/2003,Favorable,5,,,,,,0,1,3,1,0,MC -Gambetta,1
Permis de Construire,47,582,13/11/2002,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,60,11268,06/02/2003,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,45,468,05/12/2002,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,13892,16563,06/02/2003,Favorable,20,,,,,,20,0,0,0,0,MC -Les Beaux Arts,2
Permis de Construire,6907,2547,08/12/2005,Favorable,75,,,,,,0,15,20,37,3,PM -Port Marianne,4
