nom du dossier,Superficie bien vendu,Désignation du bien,Surface utile,Montant mise en vente,Vendeurs,Acquéreurs,Quartiers,Dates,Dates D,Occup,CODES,Cod acteurs,,code date,Code cadastre,delais
IA,,Appartement,"34,01",100000,Particulier,Particulier,MC -Les Beaux Arts,09/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,MC -Les Be,12
IA,,Appartement,"50,49",140000,SCI,Particulier,MC -Comédie,10/06/2010,28/06/2010,Locataire,Apparteme,SCI,Particuli,6,MC -Comédi,18
IA,11400,Bien exceptionnel,11400,7227000,SCI,promoteur immobilier,PA -Prés Arènes,10/06/2010,,Sans occupant,Bien exce,SCI,promoteur,6,PA -Prés A,-40339
IA,,Appartement et annexes,"74,73",102000,Particulier,Particulier,CE -Alco,07/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,CE -Alco,14
IA,,Appartement et annexes,"57,57",74000,Particulier,Particulier,CE -Alco,07/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,CE -Alco,14
IA,,Cave,,5000,Particulier,Particulier,MC -Comédie,10/06/2010,28/06/2010,Sans occupant,Cave,Particuli,Particuli,6,MC -Comédi,18
IA,,Appartement,"22,75",68000,Particulier,Particulier,CE -Alco,07/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,CE -Alco,14
IA,,Appartement et annexes,"75,73",170000,Particulier,SACI-SCCV,MC -Centre Historique,10/06/2010,,Sans occupant,Apparteme,Particuli,SACI-SCCV,6,MC -Centre,-40339
IA,,Appartement,"28,21",69000,Particulier,Particulier,HF -Hopitaux Facultés,08/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Hopita,13
IA,,Appartement et annexes,"50,13",180000,Particulier,Particulier,MC -Centre Historique,09/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Centre,19
IA,,Appartement et annexes,"47,7",170000,SCI,Particulier,HF -Hopitaux Facultés,08/06/2010,21/06/2010,Propriétaire,Apparteme,SCI,Particuli,6,HF -Hopita,13
IA,,Appartement et annexes,"44,52",50000,Particulier,Particulier,MC -Gambetta,09/06/2010,28/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MC -Gambet,19
IA,,Appartement et annexes,"46,81",171000,Particulier,SCI,MC -Centre Historique,09/06/2010,29/06/2010,Sans occupant,Apparteme,Particuli,SCI,6,MC -Centre,20
IA,,Appartement et annexes,"70,85",255000,Particulier,Particulier,MC -Gares,10/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MC -Gares,11
IA,,Appartement et annexes,49,150000,Particulier,SCI,MC -Boutonnet,09/06/2010,21/06/2010,Locataire,Apparteme,Particuli,SCI,6,MC -Bouton,12
IA,,Parking,,11000,Particulier,Particulier,MC -Boutonnet,09/06/2010,21/06/2010,,Parking,Particuli,Particuli,6,MC -Bouton,12
IA,,Appartement et annexes,"51,78",116000,Particulier,Particulier,MC -Gambetta,09/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MC -Gambet,12
IA,,Appartement et annexes,"96,27",185000,SCI,Particulier,MC -Boutonnet,09/06/2010,21/06/2010,Locataire,Apparteme,SCI,Particuli,6,MC -Bouton,12
IA,,Appartement et annexes,"97,76",257000,SACI-SCCV,Particulier,MC -Boutonnet,10/06/2010,21/06/2010,Sans occupant,Apparteme,SACI-SCCV,Particuli,6,MC -Bouton,11
IA,,Appartement et annexes,"68,95",159000,SACI-SCCV,Particulier,MC -Boutonnet,10/06/2010,21/06/2010,Locataire,Apparteme,SACI-SCCV,Particuli,6,MC -Bouton,11
IA,,Appartement et annexes,"70,54",120000,Particulier,Particulier,PM -Pompignane,08/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,PM -Pompig,13
IA,,Parking,,11000,Particulier,SACI-SCCV,MC -Antigone,10/06/2010,21/06/2010,,Parking,Particuli,SACI-SCCV,6,MC -Antigo,11
IA,,Appartement et annexes,"60,06",126000,Particulier,Particulier,MO -Celleneuve,08/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,MO -Cellen,13
IA,425,Villa,145,380000,Particulier,Particulier,MC -Les Arceaux,07/06/2010,21/06/2010,Sans occupant,Villa,Particuli,Particuli,6,MC -Les Ar,14
IA,,Local professionnel,"310,96",400000,SCI,SCI,MC -Comédie,07/06/2010,21/06/2010,Sans occupant,Local pro,SCI,SCI,6,MC -Comédi,14
IA,,Appartement et annexes,"68,85",174000,SCI,Particulier,CE -Alco,09/06/2010,21/06/2010,Sans occupant,Apparteme,SCI,Particuli,6,CE -Alco,12
IA,,Appartement et annexes,"111,38",360000,Particulier,Particulier,MC -Antigone,16/06/2010,28/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MC -Antigo,12
IA,,,"81,74",209000,Particulier,Particulier,PA -Aiguerelles,09/06/2010,21/06/2010,Sans occupant,,Particuli,Particuli,6,PA -Aiguer,12
IA,236,Villa,110,247000,Particulier,Particulier,CE -Alco,09/06/2010,21/06/2010,Sans occupant,Villa,Particuli,Particuli,6,CE -Alco,12
IA,,Villa,75,232000,Particulier,Particulier,CA -Croix d'Argent,09/06/2010,21/06/2010,Propriétaire,Villa,Particuli,Particuli,6,CA -Croix ,12
IA,85,Terrain,,25000,Particulier,Particulier,CA -Estanove,09/06/2010,21/06/2010,,Terrain,Particuli,Particuli,6,CA -Estano,12
IA,1403,Villa,"93,89",287000,Particulier,Particulier,PM -Millénaire,10/06/2010,21/06/2010,Propriétaire,Villa,Particuli,Particuli,6,PM -Millén,11
IA,838,Villa,120,320000,Particulier,SCI,PA -Aiguerelles,10/06/2010,21/06/2010,Sans occupant,Villa,Particuli,SCI,6,PA -Aiguer,11
IA,244,Villa,"107,05",290000,Particulier,Particulier,HF -Aiguelongue,08/06/2010,21/06/2010,Propriétaire,Villa,Particuli,Particuli,6,HF -Aiguel,13
IA,734,Villa,150,465000,Particulier,Particulier,PA -Saint Martin,08/06/2010,21/06/2010,Propriétaire,Villa,Particuli,Particuli,6,PA -Saint ,13
IA,441,Villa,180,475000,Particulier,Particulier,HF -Aiguelongue,08/06/2010,21/06/2010,Sans occupant,Villa,Particuli,Particuli,6,HF -Aiguel,13
IA,,Appartement et annexes,"57,63",96000,Particulier,Particulier,PA -Saint Martin,07/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,PA -Saint ,14
IA,,Appartement,"27,61",65000,Particulier,Particulier,CE -Alco,10/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,CE -Alco,11
IA,,Appartement et annexes,"22,49",66000,Particulier,Particulier,CE -Alco,10/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,CE -Alco,11
IA,,Appartement et annexes,"35,02",100000,Particulier,Particulier,CE -Alco,10/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,CE -Alco,11
IA,,Appartement et annexes,"47,95",170000,SCI,Particulier,HF -Hopitaux Facultés,10/06/2010,21/06/2010,Propriétaire,Apparteme,SCI,Particuli,6,HF -Hopita,11
IA,570,Villa,113,350000,Particulier,Particulier,HF -Aiguelongue,10/06/2010,21/06/2010,Propriétaire,Villa,Particuli,Particuli,6,HF -Aiguel,11
IA,,Appartement,"32,82",87500,Particulier,,MC -Les Beaux Arts,14/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,,6,MC -Les Be,14
IA,,Appartement,52,126000,Particulier,Particulier,MC -Les Beaux Arts,14/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Les Be,14
IA,,Appartement,"48,87",171000,SCI,Particulier,,14/06/2010,28/06/2010,Sans occupant,Apparteme,SCI,Particuli,6,,14
IA,,Appartements 2 et +,"52,09",120000,Particulier,Particulier,MC -Centre Historique,14/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Centre,14
IA,,Appartement et annexes,"58,06",245000,Particulier,Particulier,,23/07/2010,26/07/2010,Propriétaire,Apparteme,Particuli,Particuli,7,,3
IA,,Appartement,"8,95",22000,Particulier,Particulier,MC -Centre Historique,14/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Centre,14
IA,,Appartement,"17,04",50000,Particulier,Particulier,MC -Centre Historique,11/06/2010,28/06/2010,Locataire,Apparteme,Particuli,Particuli,6,MC -Centre,17
IA,512,Villa,140,393000,Particulier,Particulier,PM -Pompignane,08/06/2010,21/06/2010,Sans occupant,Villa,Particuli,Particuli,6,PM -Pompig,13
IA,,Appartement,"19,78",55000,Particulier,,MC -Centre Historique,11/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,,6,MC -Centre,17
IA,269,Villa,90,387000,Particulier,Particulier,CE -Alco,08/06/2010,21/06/2010,Sans occupant,Villa,Particuli,Particuli,6,CE -Alco,13
IA,,Local commercial,"40,28",60000,SCI,,MC -Gambetta,14/06/2010,28/06/2010,Sans occupant,Local com,SCI,,6,MC -Gambet,14
IA,,Appartement et annexes,"47,72",126000,Particulier,,CE -Les Cévennes,07/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,,6,CE -Les Cé,14
IA,,Appartement et annexes,"78,48",290000,Particulier,Particulier,PM -Millénaire,07/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,PM -Millén,14
IA,380,Terrain,,175000,SACI-SCCV,Particulier,MC -Les Aubes,14/06/2010,21/06/2010,,Terrain,SACI-SCCV,Particuli,6,MC -Les Au,7
IA,,Appartement et annexes,"42,45",160000,Particulier,Particulier,PM -Port Marianne,08/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,PM -Port M,13
IA,,Appartement,,51000,Particulier,Particulier,CE -Alco,10/06/2010,,Sans occupant,Apparteme,Particuli,Particuli,6,CE -Alco,-40339
IA,,Garage,,13500,Particulier,Particulier,MC -Gambetta,14/06/2010,21/06/2010,,Garage,Particuli,Particuli,6,MC -Gambet,7
IA,,Appartement,"83,56",220000,Particulier,,MC -Comédie,14/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,,6,MC -Comédi,7
IA,,Local commercial,130,143000,SCI,Particulier,MC -Gambetta,14/06/2010,21/06/2010,,Local com,SCI,Particuli,6,MC -Gambet,7
IA,,Appartement et annexes,"95,32",350000,Particulier,Particulier,MC -Les Beaux Arts,15/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MC -Les Be,6
IA,,Appartement et annexes,"59,12",153000,Particulier,Particulier,MC -Les Beaux Arts,15/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Les Be,6
IA,115,Maison,145,416000,Particulier,Particulier,MC -Gambetta,15/06/2010,06/09/2010,Propriétaire,Maison,Particuli,Particuli,6,MC -Gambet,83
IA,,Appartement et annexes,"47,1",150000,Particulier,,MC -Antigone,14/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,,6,MC -Antigo,7
IA,,Appartement,"22,26",55000,Particulier,,MC -Gambetta,15/06/2010,,Locataire,Apparteme,Particuli,,6,MC -Gambet,-40344
IA,,Appartement et annexes,"65,45",156000,Particulier,Particulier,MC -Les Beaux Arts,14/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Les Be,7
IA,,Appartement,"36,52",89000,Particulier,SCI,MC -Les Arceaux,11/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,SCI,6,MC -Les Ar,10
IA,,Appartement et annexes,"94,78",150000,Particulier,Particulier,CA -Lemasson,10/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,CA -Lemass,11
IA,,Appartement et annexes,30,76000,Particulier,Particulier,MC -Les Arceaux,11/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Les Ar,10
IA,,Appartement et annexes,"22,8",82000,Particulier,Particulier,MC -Les Arceaux,11/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MC -Les Ar,10
IA,,Appartement et annexes,"24,51",78000,Particulier,Particulier,HF -Hopitaux Facultés,10/06/2010,21/06/2010,,Apparteme,Particuli,Particuli,6,HF -Hopita,11
IA,,Appartement et annexes,"42,49",92000,Particulier,Particulier,HF -Aiguelongue,18/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Aiguel,10
IA,,Appartement et annexes,"53,6",80000,SCI,Particulier,MC -Gares,11/06/2010,21/06/2010,Sans occupant,Apparteme,SCI,Particuli,6,MC -Gares,10
IA,,Garage,,14500,Particulier,Particulier,MC -Figuerolles,11/06/2010,21/06/2010,,Garage,Particuli,Particuli,6,MC -Figuer,10
IA,,Appartement et annexes,"61,12",180000,Particulier,Particulier,MC -Les Beaux Arts,11/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Les Be,10
IA,,Appartement et annexes,"53,42",111000,SCI,Particulier,HF -Hopitaux Facultés,09/06/2010,21/06/2010,Sans occupant,Apparteme,SCI,Particuli,6,HF -Hopita,12
IA,,Appartement et annexes,"53,2",135000,Particulier,Particulier,MC -Les Aubes,11/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MC -Les Au,10
IA,,Appartement et annexes,"67,86",150000,Particulier,Particulier,HF -Hopitaux Facultés,09/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Hopita,12
IA,,Appartement,,,SCI,,MC -Les Arceaux,11/06/2010,,Sans occupant,Apparteme,SCI,,6,MC -Les Ar,-40340
IA,,Appartement et annexes,"50,19",120000,Particulier,,CA -Estanove,09/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,,6,CA -Estano,12
IA,,Appartement et annexes,"47,5",127500,Particulier,Particulier,MC -Gambetta,14/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Gambet,7
IA,,Appartement et annexes,53,150000,Particulier,Particulier,MC -Boutonnet,14/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Bouton,7
IA,,Appartement et annexes,"82,18",210000,Particulier,Particulier,,09/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,,12
IA,,Appartement,"30,22",60000,Particulier,,MC -Gambetta,14/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,,6,MC -Gambet,7
IA,,Appartement et annexes,"107,21",220000,Particulier,Particulier,MC -Figuerolles,10/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Figuer,11
IA,,Appartement et annexes,"54,87",155000,Particulier,Particulier,PA -Prés Arènes,10/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,PA -Prés A,11
IA,,Appartements 2 et +,"39,37",150000,Particulier,Particulier,HF -Hopitaux Facultés,10/06/2010,02/07/2010,,Apparteme,Particuli,Particuli,6,HF -Hopita,22
IA,,Appartement,"25,28",75000,Particulier,Particulier,HF -Aiguelongue,09/06/2010,02/07/2010,Propriétaire,Apparteme,Particuli,Particuli,6,HF -Aiguel,23
IA,,Appartement,"60,21",215000,Particulier,Particulier,HF -Aiguelongue,10/06/2010,02/07/2010,Propriétaire,Apparteme,Particuli,Particuli,6,HF -Aiguel,22
IA,100,Villa,100,385000,Particulier,Particulier,PM -Pompignane,14/06/2010,21/06/2010,Sans occupant,Villa,Particuli,Particuli,6,PM -Pompig,7
IA,,Appartement,"33,89",150000,SCI,Particulier,MC -Comédie,15/06/2010,28/06/2010,Locataire,Apparteme,SCI,Particuli,6,MC -Comédi,13
IA,171,Maison,190,270000,Particulier,Particulier,MC -Les Beaux Arts,15/06/2010,21/06/2010,Locataire,Maison,Particuli,Particuli,6,MC -Les Be,6
IA,,Appartements 2 et +,"326,9",750000,SACI-SCCV,SACI-SCCV,MC -Gares,15/06/2010,21/06/2010,Locataire,Apparteme,SACI-SCCV,SACI-SCCV,6,MC -Gares,6
IA,,Appartement,"18,7",30000,Particulier,Particulier,MC -Gares,14/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MC -Gares,7
IA,,Appartement,"63,12",80000,Particulier,Particulier,MC -Figuerolles,15/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Figuer,6
IA,,Appartement,19,30000,Particulier,Particulier,MC -Les Beaux Arts,15/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Les Be,6
IA,,Appartement et annexes,"46,25",138000,Particulier,Particulier,MC -Antigone,15/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Antigo,6
IA,190,Villa,60,157000,Particulier,Particulier,MC -Boutonnet,15/06/2010,21/06/2010,Propriétaire,Villa,Particuli,Particuli,6,MC -Bouton,6
IA,,Appartement et annexes,58,180000,Particulier,Particulier,PA -Aiguerelles,15/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,PA -Aiguer,6
IA,,Appartement et annexes,46,102000,SCI,Particulier,CE -La Martelle,14/06/2010,21/06/2010,Sans occupant,Apparteme,SCI,Particuli,6,CE -La Mar,7
IA,,Appartement,"26,33",82000,Particulier,Particulier,CE -Les Cévennes,14/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,CE -Les Cé,7
IA,,Appartement et annexes,"41,75",80000,Particulier,,CA -Croix d'Argent,15/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,,6,CA -Croix ,6
IA,,Appartement,20,65000,Particulier,Particulier,PA -Aiguerelles,14/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,PA -Aiguer,7
IA,,Appartement et annexes,"21,38",81000,Particulier,Particulier,PM -Port Marianne,14/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,PM -Port M,7
IA,,Appartement et annexes,"45,59",105000,Particulier,Particulier,CE -Alco,14/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,CE -Alco,7
IA,,Appartement et annexes,"68,81",170000,Particulier,Particulier,CE -Alco,11/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,CE -Alco,10
IA,,Appartement et annexes,"55,26",143000,Particulier,Particulier,CE -La Martelle,11/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,CE -La Mar,10
IA,,Appartement et annexes,"94,78",230000,Particulier,Particulier,CE -La Chamberte,11/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,CE -La Cha,10
IA,,Appartement,73,119500,SCI,Particulier,CA -Estanove,11/06/2010,21/06/2010,Sans occupant,Apparteme,SCI,Particuli,6,CA -Estano,10
IA,,Appartement et annexes,"72,26",148000,Particulier,Particulier,PA -Saint Martin,11/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,PA -Saint ,10
IA,,Appartement et annexes,"22,61",70000,Particulier,Particulier,CE -Alco,10/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,CE -Alco,11
IA,,Garage,,18000,Particulier,Particulier,CE -Alco,10/06/2010,21/06/2010,,Garage,Particuli,Particuli,6,CE -Alco,11
IA,,Local ,"130,22","291662,54",SACI-SCCV,SACI-SCCV,PM -Millénaire,10/06/2010,19/07/2010,,Local ,SACI-SCCV,SACI-SCCV,6,PM -Millén,39
IA,,Appartement,,85000,Particulier,Particulier,CE -Alco,07/06/2010,,,Apparteme,Particuli,Particuli,6,CE -Alco,-40336
IA,450,Villa,250,382000,Particulier,,CE -Alco,21/06/2010,02/07/2010,Propriétaire,Villa,Particuli,,6,CE -Alco,11
IA,,Appartement et annexes,"62,19",122000,Particulier,,PM -Pompignane,14/06/2010,18/06/2010,Sans occupant,Apparteme,Particuli,,6,PM -Pompig,4
IA,,Appartement et annexes,"65,49",140000,Particulier,Particulier,MO -Celleneuve,14/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MO -Cellen,7
IA,,Appartement et annexes,"60,22",218000,Particulier,Particulier,CA -Lemasson,14/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,CA -Lemass,7
IA,,Appartement et annexes,"14,67",34500,Particulier,Particulier,CE -Alco,11/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,CE -Alco,10
IA,,Appartement et annexes,"46,56",81000,Particulier,,CE -Les Cévennes,11/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,,6,CE -Les Cé,10
IA,,Appartement et annexes,35,63000,Particulier,Particulier,MO -Celleneuve,11/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MO -Cellen,10
IA,324,Villa,"138,62",425000,Particulier,Particulier,CE -La Chamberte,11/06/2010,21/06/2010,Propriétaire,Villa,Particuli,Particuli,6,CE -La Cha,10
IA,,Appartement et annexes,"61,87",168000,Particulier,Particulier,PM -Millénaire,10/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,PM -Millén,11
IA,,Appartement,"66,17",125500,Particulier,Particulier,CE -Alco,10/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,CE -Alco,11
IA,,Appartement et annexes,"33,46",75000,Particulier,Particulier,CA -Estanove,10/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,CA -Estano,11
IA,,Appartement et annexes,"90,33",204000,Particulier,Particulier,CE -Alco,10/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,CE -Alco,11
IA,,Appartement et annexes,"29,63",58000,Particulier,SCI,CE -La Chamberte,14/06/2010,21/06/2010,Propriétaire,Apparteme,Particuli,SCI,6,CE -La Cha,7
IA,,Appartement et annexes,"29,77",90450,Particulier,Particulier,PM -Port Marianne,10/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,PM -Port M,11
IA,,Appartement,"35,73",105000,Particulier,Particulier,CA -Croix d'Argent,14/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,CA -Croix ,7
IA,,Appartement et annexes,"36,55",108000,Particulier,Particulier,PM -Port Marianne,15/06/2010,21/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,PM -Port M,6
IA,,Appartement,"23,17",64000,Particulier,Particulier,HF -Aiguelongue,15/06/2010,02/07/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Aiguel,17
IA,,Appartement et annexes,"20,71",65000,Particulier,Particulier,HF -Hopitaux Facultés,10/06/2010,02/07/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Hopita,22
IA,,Appartement et annexes,"125,52",515000,Particulier,SACI-SCCV,MC -Comédie,17/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,SACI-SCCV,6,MC -Comédi,11
IA,,Appartement,"23,74",65000,Particulier,Particulier,CE -Alco,14/06/2010,21/06/2010,Locataire,Apparteme,Particuli,Particuli,6,CE -Alco,7
IA,,Appartement,"17,43",55000,Particulier,Particulier,MC -Les Arceaux,25/06/2010,05/07/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Les Ar,10
IA,216,Villa,"81,46",217000,Particulier,Particulier,HF -Aiguelongue,14/06/2010,21/06/2010,Sans occupant,Villa,Particuli,Particuli,6,HF -Aiguel,7
IA,431,Villa,159,330000,Particulier,Particulier,CE -Les Cévennes,14/06/2010,21/06/2010,Sans occupant,Villa,Particuli,Particuli,6,CE -Les Cé,7
IA,,Villa,"116,62",255000,Particulier,Particulier,MO -Hauts de Massane,11/06/2010,02/07/2010,Propriétaire,Villa,Particuli,Particuli,6,MO -Hauts ,21
IA,,Appartement et annexes,"39,97",122000,Particulier,Particulier,MC -Boutonnet,14/06/2010,02/07/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Bouton,18
IA,,Appartement et annexes,"22,03",80000,Particulier,Particulier,HF -Hopitaux Facultés,11/06/2010,02/07/2010,Locataire,Apparteme,Particuli,Particuli,6,HF -Hopita,21
IA,,Appartement et annexes,"20,3",68500,Particulier,,HF -Hopitaux Facultés,14/06/2010,02/07/2010,Sans occupant,Apparteme,Particuli,,6,HF -Hopita,18
IA,,Appartement et annexes,"94,13",257000,Particulier,Particulier,MC -Boutonnet,17/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Bouton,11
IA,,Appartement,"17,96",70000,OPHLM,Particulier,MC -Boutonnet,17/06/2010,28/06/2010,Locataire,Apparteme,OPHLM,Particuli,6,MC -Bouton,11
IA,,Appartement et annexes,45,100000,Particulier,Particulier,MC -Boutonnet,17/06/2010,28/06/2010,Locataire,Apparteme,Particuli,Particuli,6,MC -Bouton,11
IA,,Appartement et annexes,"63,08",155000,Particulier,Particulier,MC -Figuerolles,17/06/2010,28/06/2010,Locataire,Apparteme,Particuli,Particuli,6,MC -Figuer,11
IA,,Appartement et annexes,"25,41",67000,Particulier,Particulier,HF -Aiguelongue,17/06/2010,05/07/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Aiguel,18
IA,,Appartement et annexes,"17,72",61500,Particulier,Particulier,HF -Aiguelongue,17/06/2010,05/07/2010,Locataire,Apparteme,Particuli,Particuli,6,HF -Aiguel,18
IA,,Appartement et annexes,"20,42",72250,Particulier,Particulier,HF -Hopitaux Facultés,17/06/2010,05/07/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Hopita,18
IA,,Appartement et annexes,"18,48",64000,Particulier,Particulier,HF -Aiguelongue,17/06/2010,05/07/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Aiguel,18
IA,,Appartement et annexes,"45,26",128000,Particulier,Particulier,HF -Hopitaux Facultés,17/06/2010,05/07/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Hopita,18
IA,,Appartement et annexes,"45,69",125000,Particulier,Particulier,HF -Hopitaux Facultés,16/06/2010,05/07/2010,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Hopita,19
IA,,Appartement et annexes,"72,39",245000,Particulier,Particulier,MC -Antigone,17/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Antigo,11
IA,,Garage,,13000,Particulier,Particulier,CE -Les Cévennes,15/06/2010,05/07/2010,Propriétaire,Garage,Particuli,Particuli,6,CE -Les Cé,20
IA,,Appartement et annexes,"30,35",95000,Particulier,Particulier,MC -Gares,16/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Gares,12
IA,,Appartement,"25,3",78000,Particulier,Particulier,HF -Hopitaux Facultés,15/06/2010,05/07/2010,Propriétaire,Apparteme,Particuli,Particuli,6,HF -Hopita,20
IA,,Appartement et annexes,"48,5",135000,Particulier,Particulier,MC -Les Beaux Arts,16/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Les Be,12
IA,,Appartement et annexes,"39,9",138000,Particulier,Particulier,MC -Gares,16/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Gares,12
IA,,Appartement et annexes,"87,51",173000,Particulier,Particulier,MC -Figuerolles,17/06/2010,28/06/2010,Propriétaire,Apparteme,Particuli,Particuli,6,MC -Figuer,11
IA,,Appartement et annexes,"34,65",125000,Particulier,SACI-SCCV,MC -Gares,17/06/2010,28/06/2010,Locataire,Apparteme,Particuli,SACI-SCCV,6,MC -Gares,11
IA,,Appartement,"56,11",121000,Particulier,Particulier,MC -Gambetta,17/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Gambet,11
IA,,Appartement et annexes,"46,25",138000,Particulier,Particulier,MC -Antigone,16/06/2010,28/06/2010,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Antigo,12
